ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURACAO,ASSENTOS
428,-46633394,-23534026,355030809000012,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Pinacoteca do Estado,,"Jardim da Luz,  2 - Estação Tiradentes",3229-9844,Bom Retiro,,5,2,1905
429,-46630100,-23530008,355030809000023,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Museu de Arte Sacra,,"Av Tiradentes, 676",3326-3336,Bom Retiro,,5,2,1970
430,-46629520,-23531286,355030809000023,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Museu da Policia Militar,,"R Dr Jorge Miranda, 308",3227-3793,Bom Retiro,,5,2,1958
431,-46609908,-23587842,355030834000009,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,Museu de Zoologia da USP,,"Av Nazaré, 481",6165-8100,Ipiranga,04333-000,5,2,1940
432,-46609373,-23585431,355030834000009,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,Museu Paulista da Universidade de São  Paulo (Museu do Ipiranga),,"Parque da Independência, s/n",6165-8000,Ipiranga,04263-000,5,2,1893
433,-46611973,-23549469,355030853000071,3550308005017,54,MOOCA,25,MOOCA,Leste,Leste 1,Memorial do Imigrante,,"R Visconde de Parnaiba, 1.316",6692-2497,Bras,,5,2,1998/04/06
434,-46641995,-23525879,355030809000029,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Museu da Saúde Pública Emilio Ribas,,"R Tenente Pena, 100",3331-0341,Bom Retiro,,5,2,1979
435,-46625854,-23514794,355030870000058,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Arquivo do Estado,,"R Voluntários da Pátria, 596",6221-4785,Santana,,5,2,1721
436,-46622186,-23505715,355030870000047,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Museu Peniteciario Paulista,,Av Ataliba Leonel (dependências da Penitenciária do Estado),6221-0316 / 0319 /0320,Carandiru,02033-000,5,2,1994
437,-46618231,-23471307,355030882000126,3550308005131,84,TUCURUVI,5,SANTANA-TUCURUVI,Norte,Norte 2,Museu Acadêmico Cadete Eduardo Pinheiro,,"Av Agua Fria, 1923",6997-7000,Água Fria,,5,2,1994
438,-46634038,-23461513,355030851000119,3550308005130,51,MANDAQUI,5,SANTANA-TUCURUVI,Norte,Norte 2,Museu Florestal Octavio Veccchi,,"R do Horto, 931",6231-8555,Tremembé,,5,2,1931
439,-46642479,-23597689,355030890000123,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Museu Prof. Dr. Wlademir da Prússia Gomes Ferraz (Escola Paulista da Meducina/Unifesp),,"R Botucatu, 740",5576-4258,Vila Clementino,04023-900,5,3,1999
440,-46655215,-23562038,355030845000098,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Museu de Valores do Banco Central,,"Av Paulista,1804  terreo",3491-6404,Cerqueira César,01310-092,5,3,1994
441,-46769349,-23745783,355030843000305,3550308005290,42,JARDIM ANGELA,18,M'BOI MIRIM,Sul,Sul 2,Museu da Associação dos Funcionarios P?blicos,,"Av dos Funcionários Públicos, 2051",5517-0738,Guarapiranga,,5,4,
442,-46727835,-23603537,355030894000048,3550308005178,96,VILA SONIA,10,BUTANTA,Oeste,Oeste,Museu da Abadia de São  Geraldo,,"R Santo Américo, 357",3742-1888,Morumbi,,5,4,1999/12
443,-46703235,-23682476,355030879000020,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,Museu do Computador,,"Av Rio Bonito, 1.201",5521-3655,Interlagos,,5,4,1998
444,-46710970,-23612699,355030854000062,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Instituto Lina Bo e P.M. Bardi,,"R Bandeirante Sampaio Soares, 420",3744-9902/9830,Vila Morumbi,,5,4,1990
445,-46719691,-23601060,355030854000042,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Memorial do São  Paulo Futebol Clube,,"Pc Roberto Gomes Pedrosa, portao 17",3749-8072,Morumbi,,5,4,1994
446,-46710486,-23602923,355030854000098,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Fundacao Maria Luisa e Oscar Americano,,"Av Morumbi, 4.077",3742-0077,Morumbi,,5,4,1974
447,-46733072,-23549320,355030841000025,3550308005108,40,JAGUARE,8,LAPA,Oeste,Oeste,Fundacao Museu Tecnologia de São  Paulo,,"Av Eng. Billings, 526",3768-5785,Jaguare,,5,4,1970/04/20
448,-46743535,-23528997,355030888000018,3550308005107,90,VILA LEOPOLDINA,8,LAPA,Oeste,Oeste,Museu do Relogio Professor Dimas de Melo Pimenta,,"Av Mofarrej, 840",3646-4137,Vila Leopoldina,,5,4,1950
449,-46700139,-23577475,355030854000029,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Museu do Turfe/Curadoria da Memoria do Turfe,,Av Lineu de Paula Machado,3816-4011,Jardim Everest,05601-000,5,4,1996
450,-46697088,-23555623,355030802000059,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Museu da Pessoa,,R Natingui. 1100,2144-7150/7151,Pinheiros,,5,4,1905/06/13
451,-46695021,-23552438,355030862000105,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Museu da Pessoa Net,,"R Delfna, 342",3814-4105,Vila Madalena,,5,4,
452,-46689490,-23579227,355030862000118,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Centro Pro-Memória Hans Nobiling,,"R Angelina Maffei Vita, 493",3817-9715,Jardim Paulistano,,5,4,1991
453,-46662876,-23584282,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Museu da Estrela - Casa dos Sonhos,,"Av Republica do Libano, 501",3817-5677,Indianópolis,,5,4,
454,-46676142,-23572780,355030862000110,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Museu Brasileiro da Escultura - MuBE,,"Av Europa, 218",3081-8611,Pinheiros,,5,4,1997
455,-46675743,-23572213,355030862000110,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Museu da Imagem e do Som - MIS,,"Av Europa, 158",3062-9197,Jardim Europa,,5,4,1970
456,-46667908,-23567579,355030845000025,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Museu do Clube Atletico Paulistano,,"R Honduras, 1400",3065-2057,Jardim Paulista,,5,4,
457,-46679875,-23557867,355030845000210,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Vozoteca,,"Pc Benedito Calixto, 86 apto. 62",,Pinheiros,,5,4,
458,-46662518,-23544314,355030826000007,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Museu da Arte Brasileira - MAB,,"R Alagoas, 903 Pacaembu",3662-1662,Pacaembu,,5,4,1961
459,-46670581,-23537914,355030860000075,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,Museu da Cultura (PUC),,"R Monte Alegre, 984",3670-8559,Perdizes,,5,4,1994
460,-46673936,-23532895,355030860000071,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,Museu Contemporâneo das Invenções,,"Av Dr Homem de Mello, 1.109",3873-3211,Perdizes,,5,4,1996
461,-46709607,-23522948,355030848000115,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Museu Espírita,,"R Guaricanga, 357/359",3834-6225,Lapa,,5,4,1977
462,-46660964,-23603418,355030832000017,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Museu da Cerveja,,"Pc Nossa Senhora Aparecida, 76",5056-0207,Moema,,5,4,1986
463,-46635172,-23594058,355030890000058,3550308005046,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Museu Lasar Segall,,"R Berta, 111",5574-7322,Vila Mariana,,5,4,1967
464,-46598167,-23597996,355030834000080,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,Museu do Automóvel de São Paulo,,"Rua, 1822, 1.472",6168-8084,Ipiranga,,5,4,1999
465,-46658579,-23586183,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Museu de Arte Moderna  MAM - Ibirapuera,,Marquise do Ibirapuera Parque do Ibirapuera,5549-9688,Ibirapuera,,5,4,1948
466,-46655157,-23586442,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,OCA - Pavilhão Lucas Nogueira Garcez,Pavilhao da Oca,"Av Pedro Álvares Cabral, s/n",3032-7576,Parque Ibirapuera,,5,4,1992
467,-46655410,-23560901,355030807000098,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Museu de Arte de São Paulo Assis Chateaubriand - MASP,,"Av Paulista, 1.578",3251-5644,Jardim Paulista,,5,4,1947
468,-46645613,-23570016,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Itaú Numismática - Instituto Cultural Itaú,,"Av Paulista ,149 - 9º andar",2168-1876,Bela Vista,,5,4,2002
469,-46644886,-23569133,355030807000055,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Museu Histórico Beata Heinrich,,"Av Paulista, 200",3726-7222,Paraíso,,5,4,1993
470,-46634841,-23560301,355030849000091,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Museu Histórico da Imigração Japonesa,,"R Sao  Joaquim, 381 - 7º e 9º andares",3209-5465,Liberdade,,5,4,1978
471,-46656912,-23548703,355030826000013,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Museu da Farmácia,,"R Itacolomi, 601",3257-4746,Higienópolis,,5,4,1988
472,-46646889,-23558491,355030807000012,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Museu Memorias do Bixiga e Museu Adoniran Barbosa,,"R dos Ingleses, 118",3285-5009,Bela Vista,,5,4,1980
473,-46646897,-23558382,355030807000012,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Museu do Óculos Gioconda Giannini,,"R dos Ingleses., 108",3289-5953,Bela Vista,,5,4,1997
474,-46649623,-23542274,355030826000077,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Museu da Irmandade da Santa Casa de Misericórdia,,"R Dr Cesário Motta Jr, 112",2176-7000,Vila Buarque,,5,4,
475,-46649674,-23542250,355030826000077,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Museu de Ciências Farmacéuticas Paulo Queiroz Marques (Santa Casa),,"R Dr Cesário Motta Jr, 112",3814-4105,Vila Buarque,,5,4,
476,-46640567,-23557552,355030807000070,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Museu Paulo Machado de Carvalho (Museu do Futebol),,"Av Brig. Luiz Antônio, 91, 9º andar",3107-7551,Bela Vista,,5,4,
477,-46635420,-23548975,355030878000005,3550308005001,80,SE,9,SE,Centro,Centro,Museu do Telefone,,"R Benjamin constant,174, 5º andar",3105-4481,Centro,,5,4,1977
478,-46635088,-23549072,355030878000005,3550308005001,80,SE,9,SE,Centro,Centro,Museu Jose Bonifácio,,"R Benjamin constant,158 - 7º andar",3242-8064,Centro,,5,4,1963
479,-46636011,-23547110,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Museu de Arte de São  Paulo Assis Chateaubriand - MASP - Centro,,Galeria Prestes Maia,,Vele do Anhangabaú,,5,4,
480,-46635849,-23546834,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Museu da Arte Brasileira - MAB-Centro,,"Pc Patriarca, 78",3101-1776,Centro,,5,4,2004
481,-46633526,-23545340,355030878000007,3550308005001,80,SE,9,SE,Centro,Centro,Museu Santander Banespa,,"R João Brícola,  24 - 2º andar",3249-7466/7180,Centro,,5,4,1965
482,-46632354,-23548672,355030878000001,3550308005001,80,SE,9,SE,Centro,Centro,Museu da Caixa Economica Federal,,"Pc da Se, 111 - 6º andar",3107-0498,,,5,4,1984
483,-46643053,-23530069,355030869000098,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Fundação Energia e Saneamento,,"Al Cleveland, 601",3333-5600,Campos Elíseos,,5,4,1998
484,-46622725,-23572902,355030814000020,3550308005006,14,CAMBUCI,9,SE,Centro,Centro,Museu do Cinema Avtuzzo,,"Av Lins Vasconcelos, 1.042 conj. 82",3208-9986,Cambuci,,5,4,2005
485,-46609502,-23592104,355030834000144,3550308005043,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,Arquivo da Cúria Mertropolitana de São Paulo,,"Av Nazaré, 993",2272-3644,Ipiranga,,5,4,
486,-46601509,-23582772,355030834000050,3550308005019,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,Museu de Arte Mágica e Iluminismo e Prestidigitacão João Peixoto do Santos,,"R Silva Bueno, 519, conj. 42",6168-7000,Ipiranga,,5,4,1982
487,-46626439,-23559640,355030849000100,3550308005007,49,LIBERDADE,9,SE,Centro,Centro,Fundação Patrimônio Histórico da Energia,,"R Lavapes, 463",3276-4747,Cambuci,,5,4,
488,-46637489,-23511913,355030870000060,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Centro Histórico de Aeroclube de São Paulo,,"Av Olavo Fontoura, 650 - Campo de Marte",6221-9477,Santana,,5,4,1990
489,-46630895,-23522635,355030809000018,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Acervo Esportivo Cultural e Histórico do Clube Regatas Tietê,,"Av Santos Dumont, 343",3228-5244,Santana,,5,4,1991
490,-46626540,-23514418,355030870000058,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Instituto Museu e Biblioteca de Odontologia de São Paulo,,"R Voluntários da Pátria , 547 ",3064-0106,Santana,,5,4,1986
491,-46619154,-23521256,355030856000008,3550308005015,57,PARI,25,MOOCA,Leste,Leste 1,Museu Histórico Dr. Eduardo de Campos Rosmaninho da Associação Portuguesa de Desportos,,R Comendador Nestor Pereira,3315-0400,Caninde,,5,4,1920
492,-46566317,-23526710,355030880000055,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,Memorial do Sport Club Corinthians Paulista,,"R São Jorge, 777",6195-3000,Tatuapé,,5,4,2006/01/28
493,-46583734,-23464507,355030839000005,3550308005070,38,JACANA,6,JACANA-TREMEMBE,Norte,Norte 2,Museu Memoria do Jacanã,,"R São Luís Gonzaga, 30",6241-4286,Jacanã,,5,4,1983
494,-46509103,-23492714,355030818000112,3550308005072,18,CANGAIBA,21,PENHA,Leste,Leste 1,Museu do Tietê,,"R Guira Acangatara, 70 - Parque Ecólogico",6958-1477,Cangaíba,,5,4,2000
495,-46636525,-23549640,355030878000005,3550308005001,80,SE,9,SE,Centro,Centro,Faculdade de Direito da USP,"Direito de Estado, do Trab., Internacional, etc.","Lg São Francisco, 95",3107-2902/3111-4053,Centro,,6,2,
496,-46646313,-23544074,355030866000088,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,IAB (Instituto de Arquitetos do Brasil),Arquitetura,"R Bento de Freitas, 306",3259-4053,Centro,,6,4,
497,-46639927,-23546677,355030866000003,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,"Instituto Hans Staden do Ciências, Letras e Intercâmbio Cultural Brasileiro-Alemão",Imigracao e Cultura Alem?; Arte,"R Sete de Abril, 59 - 2º, 3º e 8º andares",3151-6300,Centro,,6,4,
498,-46708923,-23688985,355030879000023,3550308005220,81,SOCORRO,19,CAPELA DO SOCORRO,Sul,Sul 2,Malba Tahan,,"R Bras Pires Meira, 100",5523-4556,Veleiros,04784-15,6,1,1987/12/09
499,-46636946,-23547020,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Banespa (Edifício Matarazzo),Diarios Oficiais: diversos,R Dr Falcão Filho. 56 - 10º  andar,3248/1033/1330/1660,Centro,,6,1,
500,-46634760,-23545039,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Sec. de Hab. e Desenvolvimento Urbano do MSP - Ass.  de Legislação Técnica - Setor de Documentaçao/ B,"Direito, Legislacao, Arquitetura, Engenharia","R Sao  Bento, 405 - 10º andar - sala 101 B","3242 2622, r.166/164",Centro,,6,1,
501,-46632077,-23548004,355030878000001,3550308005001,80,SE,9,SE,Centro,Centro,Secretaria Municipal de Negocios Jurídicos,"Direito, Adm. P?blica","Pátio do Colégio, 5 - 6º andar",3107-5151,Centro,,6,1,
502,-46633529,-23552496,355030878000033,3550308005001,80,SE,9,SE,Centro,Centro,Tribunal de Alçada Criminial de São  Paulo,"Direito Penal, Revistas","Pc João Mendes, s/n - 14º andar",,Centro,,6,2,
503,-46633529,-23552496,355030878000033,3550308005001,80,SE,9,SE,Centro,Centro,Biblioteca  Juiz Renato de Salles Abreu - 2º Tribunal de Alçada Civil,"Direito Civil, Juridico","Pc João Mendes, s/n - 19º andar",3241-4543,Centro,,6,2,
504,-46636058,-23550522,355030878000035,3550308005001,80,SE,9,SE,Centro,Centro,Ministerio Público do Estado de São Paulo,Legislacao / Direito,"R do Riachuelo, 115",3119-9000/3111-2331,Centro,,6,2,
505,-46632828,-23551471,355030878000004,3550308005001,80,SE,9,SE,Centro,Centro,Tribunal de Justica do Estado de São Paulo,Juridico,"Pc da Se, 279 - 4º andar",3242-9366,Centro,,6,2,
506,-46629877,-23549753,355030878000003,3550308005001,80,SE,9,SE,Centro,Centro,Secretaria da Fazenda do Estado de São Paulo - Centro de Informações Técnicas - Biblioteca - Seção,"Financas, Economia, Direito","Av Rangel Pestana, 300 - 17º andar - sala 2010",3243-3806/3400,Centro,,6,2,
507,-46645030,-23532672,355030869000047,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,"Sec.da Indústria, Comércio, Ciência e Tecnologia do Est.de São  Paulo","Ciªncia , Tecnologia  Ind?stria, Comercio","Av Rio Branco, 1269",3331-0033,Centro,,6,2,
508,-46635035,-23536974,355030866000071,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,SEADE - Fundação Sistema Estadual de Análise de Dados - Central de Dados e Referªncia - Biblioteca M,"Estatistica, Economia /Socio Demografico","Av Casper Líbero, 464 - Terreo",3313-5777,Centro,,6,2,
509,-46634715,-23537951,355030866000072,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Secretaria da Segurança Pública - Divisão  de Serviços Auxiliares - DENARC - Servico de Doc. e Bibli,"Hemeroteca, museu sobre drogas","R Brig. Tobias, 527 - 8ºandar",3311-3280,Centro,,6,2,
510,-46633848,-23537732,355030866000072,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Ministerio da Fazenda - Delegacia do Ministério no Estado,"Adm., Economia, Direito Tributario","Av Prestes Maia, 733 - 22º andar",3315-2926,Centro,,6,3,
511,-46634798,-23534591,355030809000012,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Rede Ferroviaria Federal S/A (REFESA) - Unidade de Documentacão - Divisão  Patrimônio e Preservação,"Engenharia, Transporte Ferroviario","Pc da Luz, 1 (Estação da Luz)",3226-4070,Centro,,6,3,
512,-46645350,-23540290,355030866000102,3550308005003,70,SANTA CECILIA,9,SE,Centro,Centro,Academia Paulista de Letras,A instituicao; literatura brasileira,"Lg do Arouche, 312/324",3331-7222,Centro,,6,4,,
513,-46636736,-23544647,355030866000003,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,AFPESP - Associação dos Funcionários Públicos dos Estado de São Paulo,Acervo sobre o Movimento Constit. de 1932,"R Formosa, 367 - 16º andar",3338-0404/0338,Centro,,6,4,,
514,-46635677,-23545300,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Associacão Viva o Centro,"Arquitetura, Urbanismo, Patr. Hist. de SP","R Líbero Badaró, 425 - 4º andar",3556-8999,Centro,,6,4,,
515,-46635668,-23545284,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Biblioteca Febraban,Sistema Financeiro Nacional e Internacional,"R Líbero Badaró, 425 - 22º andar",3244-9849/9869,Centro,,6,4,,
516,-46634242,-23546014,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Biblioteca Emílio Rangel Pestana - BOVESPA,Obras raras sobre mercado de ac?es e outros,"R XV de Novembro, 275 - Subsolo",3233-2130/2469,Centro,,6,4,,
517,-46639819,-23569854,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Sala Lima Barreto,"R Vergueiro, 1.000",3277-3611,Liberdade,,7,1,,110
518,-46638595,-23542981,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Galeria Olido,Cine Olido,"Av São João, 473 - Primeiro Piso",3334-0001,Centro,,7,1,,240
519,-46601924,-23587138,355030834000013,3550308005084,33,IPIRANGA,13,IPIRANGA,Sul,Sul 1,Roberto Santos,Tematica em Cinema,"R Cisplatina, 505",2273-2390,Ipiranga,04211-04,7,1,,101
520,-46721314,-23557991,355030812000038,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Cineusp,,"R do Anfiteatro, 181 favo, 4 Colmeia",3091-3540,Cidade Universitária,,7,2,,100
521,-46645733,-23591592,355030890000125,3550308005021,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Cinemateca,,"Lgo. Senador Raul Cardoso, 207",5084-2177,Vila Mariana,,7,3,,104
522,-46757001,-23649134,355030819000181,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Shopping Campo Limpo,Sala 5,"Es do Campo Limpo, 459",2144-3559,,,7,4,,327
523,-46757001,-23649134,355030819000181,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Shopping Campo Limpo,Sala 4,"Es do Campo Limpo, 459",2144-3559,,,7,4,,354
524,-46757001,-23649134,355030819000181,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Shopping Campo Limpo,Sala 3,"Es do Campo Limpo, 459",2144-3559,,,7,4,,354
525,-46757001,-23649134,355030819000181,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Shopping Campo Limpo,Sala 2,"Es do Campo Limpo, 459",2144-3559,,,7,4,,298
526,-46757001,-23649134,355030819000181,3550308005230,19,CAPAO REDONDO,17,CAMPO LIMPO,Sul,Sul 2,Shopping Campo Limpo,Sala 1,"Es do Campo Limpo, 459",2144-3559,,,7,4,,237
527,-46735476,-23630697,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 1,"Av Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,249
528,-46735476,-23630697,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 2,"Av Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,165
529,-46735476,-23630697,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 3,"Av Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,191
530,-46735476,-23630697,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 4,"Av Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,239
531,-46735476,-23630697,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 5,"Av Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,228
532,-46735476,-23630697,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 6,"Av Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,228
533,-46735476,-23630697,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 7,"Av Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,177
534,-46735476,-23630697,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 8,"Av Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,165
535,-46735476,-23630697,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 9,"Av Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,413
536,-46735476,-23630697,355030883000024,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Shopping Jardim Sul,Sala 10,"Av Giovanni Gronchi, 5.819",3744-8422,Morumbi,,7,4,,191
