Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data Solicitação Parceria;Data do Encerramento
2311;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.199.707-2   ;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;02.080.755/0001-79;308458;CR.P.CONV - BEM MAIOR;124;41.0;65417.88;7020.32;393.02;22/10/2015;21/04/2018;Encerrado;22/10/2015;23/01/2018;15/10/2015;31/12/2017
332018;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0055092-0;300893;SOCIEDADE BENEMERENTE DO JARDIM DOS FRANCOS;02.036.115/0001-61;308002;CR.P.CONV - DONA NANINHA;130;44.0;68827.62;3403.0;;01/01/2018;31/12/2022;Aprovado;03/01/2018;14/09/2018;03/01/2018;
9462017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049191-5;300557;SERVICO DE ASSISTENCIA A INFANCIA PAULO SILAS;45.321.056/0001-86;306480;CR.P.CONV - PAULO SILAS;62;25.0;38730.02;;;01/01/2018;31/12/2022;Aprovado;21/12/2017;04/02/2019;18/12/2017;
2238;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.123.764-7   ;300745;CENTRO DE AMPARO E REABILITACAO CANAA;13.054.502/0001-47;308392;CR.P.CONV - KADOSHI;240;82.0;127251.36;20320.0;;24/07/2015;23/01/2018;Encerrado;24/07/2015;04/01/2018;10/09/2015;31/12/2017
1452018;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057240-0;300327;CENTRO SOCIAL SAO JOSE;48.118.384/0001-78;306268;CR.P.CONV - ANA DE FATIMA;104;32.0;58045.92;;;01/01/2018;31/12/2022;Encerrado;28/12/2017;24/01/2019;11/01/2018;18/01/2019
0463/SME/2012;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.275.753-3   ;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67.139.907/0001-07;400310;CEI INDIR - ANA MARIA NACINOVIC CORREA;164;36.0;82137.48;;;01/01/2013;30/06/2015;Encerrado;28/12/2012;26/08/2015;23/07/2014;30/06/2015
2237;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.192.605-1   ;800092;ASSOCIACAO BENEFICENTE CULTURAL EBENEZER;11.403.042/0001-90;308396;CR.P.CONV - REFERENCIAL;100;25.0;54426.0;2600.0;;10/09/2015;09/03/2018;Encerrado;10/09/2015;28/02/2018;10/09/2015;28/02/2018
12362017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0053643-9;800038;ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH;11.387.514/0001-68;308728;CR.P.CONV - ADONAI;174;41.0;87820.38;9568.36;1204.44;01/01/2018;31/12/2022;Aprovado;29/12/2017;14/03/2019;27/12/2017;
110;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2013-0.031.606-3   ;300699;COMUNIDADE KOLPING DO JARDIM CATANDUVA;44.437.739/0001-30;306909;CR.P.CONV - KOLPING;66;;;;;22/07/2015;21/01/2018;Encerrado;29/04/2013;17/01/2018;13/06/2014;31/12/2017
9952017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049164-8;300203;ASS MARIA FLOS CARMELI;06.272.037/0001-55;306419;CR.P.CONV - ESPACO DA CRIANCA EMILIE DE VILLENEUVE;70;30.0;44154.1;4000.0;;01/01/2018;31/12/2022;Aprovado;26/12/2017;13/09/2018;19/12/2017;
7232017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0054400-8;300271;ASS OBRAS SOCIAIS SANTA CRUZ;51.158.848/0001-84;306442;CR.P.CONV - GUANELLA, DOM;206;62.0;107208.06;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;13/02/2019;06/12/2017;
2374;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.274.716-9   ;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400703;CEI INDIR - APARECIDA DAS GRACAS SILVA ROSEIRA;175;58.0;92356.59;;;17/12/2015;16/06/2018;Encerrado;17/12/2015;15/12/2017;28/10/2015;31/12/2017
2722;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;2016-0.133.482-2   ;300395;FORUM DOS MUTIROES DE SAO PAULO;04.154.961/0001-01;;JESUS REI II;80;32.0;49912.16;7000.0;;;;Encerrado;;20/10/2017;29/06/2016;20/10/2017
387;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.165.596-6   ;300158;ASS0CIACAO CEU ESTRELADO;02.456.932/0001-79;307851;CR.P.CONV - CEU ESTRELADO II;149;57.0;80466.81;6500.0;;12/01/2015;11/07/2017;Encerrado;06/11/2014;23/12/2015;05/02/2015;23/12/2015
8092017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0055889-0;300818;ASSOCIACAO EDUCAR PARA TRANSFORMAR;58.106.972/0001-45;307755;CR.P.CONV - PLENITUDE;66;30.0;42043.26;2318.93;94.35;01/01/2018;31/12/2022;Aprovado;29/12/2017;14/03/2019;13/12/2017;
1957;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.114.390-1   ;300741;ASS DE MORADIA HORTO DO IPE E ADJACENCIAS;05.081.067/0001-11;308325;CR.P.CONV - CAMINHAR V;117;18.0;60973.02;8400.0;176.71;24/07/2015;23/01/2018;Encerrado;24/07/2015;16/01/2018;22/06/2015;31/12/2017
4742018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051438-9;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;307747;CR.P.CONV - MUNDO ENCANTADO III;198;27.0;95206.86;12607.99;1389.38;01/01/2018;31/12/2022;Aprovado;31/01/2018;11/02/2019;02/02/2018;
553;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2010-0.023.702-4   ;300507;NUCLEO RECREATIVO MUNDO ENCANTADO;01.682.404/0001-75;307359;CR.P.CONV - NICOLAU SABINO;81;32.0;50439.87;4100.0;;10/08/2010;09/02/2013;Encerrado;10/08/2010;30/03/2015;30/03/2015;
41;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.143.395-7   ;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67.139.907/0001-07;400617;CEI INDIR - TATUAPE;328;132.0;178703.76;;;03/02/2012;02/08/2014;Encerrado;11/01/2012;08/04/2015;16/07/2014;
1352018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048222-3;300086;ASS BENEFICENTE JERUSALEM - ABJ;04.420.470/0001-65;307439;CR.P.CONV - ENCANTADO II;76;32.0;47801.32;3479.85;;01/01/2018;31/12/2022;Aprovado;11/01/2018;17/09/2018;11/01/2018;
2069;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.184.419-5   ;800065;ASSOCIACAO DOS MORADORES E CENTRO INFANTIL SEMEANDO O SABER;00.057.203/0001-14;306665;CR.P.CONV - CORUJINHA;110;14.0;56622.12;3969.0;;22/07/2015;21/01/2018;Encerrado;22/07/2015;28/12/2017;05/08/2015;31/12/2017
5242017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0047334-8;301011;ASS BENEFICENTE LONAN;16.479.655/0001-24;307280;CR.P.CONV - GIRASSOL;96;24.0;52248.96;7669.55;925.78;01/01/2018;31/12/2022;Aprovado;29/12/2017;18/02/2019;23/11/2017;
7092018;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2018/0037517-8;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;;CEI ARICANDUVA;161;68.0;88488.69;;;;;Encerrado;06/07/2018;18/07/2018;12/07/2018;18/07/2018
254;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2010-0.164.770-6   ;300062;ASS ADONAY DO JARDIM GUAIANASES;01.447.781/0001-20;307399;CR.P.CONV - CRIANCAS BRILHANTES;128;57.0;71057.76;7527.0;;13/04/2013;12/10/2015;Encerrado;13/10/2010;25/08/2015;22/12/2014;21/07/2015
8722017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042031-7;300068;ASS ALIANCA DE MISERICORDIA;04.186.468/0001-73;306617;CR.P.CONV - MISERICORDIA I;125;49.0;67789.77;;;01/01/2018;31/12/2022;Aprovado;21/12/2017;29/12/2017;15/12/2017;
14612017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0049857-0;300277;CASA FREI REGINALDO DE ACOLHIDA A CRIANCA E AO IDOSO;04.427.955/0001-80;306718;CR.P.CONV - NOSSA SENHORA DO CARMO;120;18.0;62425.44;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;06/03/2018;29/12/2017;
2339;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.235.042-0   ;300097;ASS COMUNITARIA FAZENDA DO CARMO;05.800.045/0001-64;307041;CR.P.CONV - JULIO FRANCISCO DE SOUZA;92;56.0;58007.76;7439.96;;16/11/2015;15/05/2018;Encerrado;16/11/2015;19/01/2018;22/10/2015;31/12/2017
4847;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.225.729-5   ;300249;CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL;09.118.844/0001-06;306575;CR.P.CONV - JARDIM ALMEIDA;341;140.0;186452.25;26100.0;;01/12/2016;31/05/2019;Encerrado;30/11/2016;04/01/2018;01/12/2016;31/12/2017
3102017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054717-1;300825;AMEI - ASS DE MAES DOS ESPECIAIS DE ITAQUERA;53.081.881/0001-89;307945;CR.P.CONV - FRANCISCO YOSHIO;79;31.0;49143.97;3889.86;361.39;01/01/2018;31/12/2022;Aprovado;18/12/2017;20/02/2019;28/10/2017;
9302017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049186-9;800119;ASSOCIACAO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308538;CR.P.CONV - MUNDO AZUL;254;108.0;139776.54;16078.81;2176.61;01/01/2018;31/12/2022;Aprovado;19/12/2017;26/03/2019;18/12/2017;
160;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.740-1   ;300246;ASSOCIACAO EVANGELICA BENEFICENTE - AEB;61.705.877/0001-72;400385;JD MONTE AZUL;224;63.0;115513.44;;;01/07/2015;31/12/2017;Encerrado;31/01/2014;06/02/2018;02/06/2014;31/12/2017
236;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.280-2   ;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;400316;CEI INDIR - BELA VISTA;180;48.0;92192.04;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;03/07/2015;01/04/2014;30/06/2015
5482017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0050788-9;300029;ACAO SOCIAL SAO MATEUS;45.880.499/0001-07;400790;CEI INDIR - MONTEIRO LOBATO;139;57.0;75986.31;;;01/01/2018;31/12/2022;Aprovado;20/12/2017;25/02/2019;25/11/2017;
1732018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043580-2;300706;FUNDACAO JULITA;62.805.759/0001-07;306240;CR.P.CONV - MARIA IZABEL;335;127.0;180637.71;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;07/02/2018;12/01/2018;
0180/SME/2012;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.076.306-4   ;300747;ASS XVI DE DEZEMBRO SAGITTAIRE;11.518.924/0001-09;307856;CR.P.CONV - FONTE DO SABER;65;16.0;38148.83;4900.0;;24/03/2015;23/09/2017;Encerrado;24/09/2012;22/09/2017;30/07/2014;23/09/2017
2302018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043644-2;300576;SOCIEDADE AMIGOS DO JARDIM ROSA MARIA;47.311.766/0001-50;400481;CR.P.CONV - ROSA MARIA;80;;;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;01/02/2018;16/01/2018;
258;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2013-0.224.127-0   ;300163;ASSOCIACAO DE MULHERES RACA E CORAGEM;67.982.884/0001-06;400602;CEI INDIR - PARQUE SAO DOMINGOS;141;57.0;76882.41;;;30/09/2013;29/03/2016;Encerrado;30/09/2013;23/10/2015;08/08/2014;22/09/2015
2660;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.304.434-0   ;800047;ACRIA - ASSOCIACAO AMIGA DA CRIANCA E DO ADOLESCENTE;08.875.744/0001-61;308639;CR.P.CONV - SANTA MARIA;411;162.0;223106.31;45000.0;;13/05/2016;12/11/2018;Encerrado;13/05/2016;04/01/2018;28/04/2016;31/12/2017
7212017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0054317-6;300435;LAR BATISTA DE CRIANCAS;60.958.972/0001-15;306327;CR.P.CONV - CASA BATISTA DA AMIZADE;80;14.0;45583.52;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;28/02/2019;06/12/2017;
5802017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0049991-6;800070;ASSOCIACAO BENEFICENTE ALEGRIA DE APRENDER;18.249.301/0001-19;308408;CR.P.CONV - ALEGRIA DE APRENDER;112;42.0;64323.84;7700.0;393.37;01/01/2018;31/12/2022;Aprovado;01/01/2018;15/02/2019;28/11/2017;
218;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.155.568-8   ;300202;ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO;61.988.531/0001-29;306540;CR.P.CONV - CENTRO SOCIAL DA CRIANCA;109;23.0;58302.3;;;19/08/2013;18/02/2016;Encerrado;19/08/2013;04/03/2016;31/03/2014;16/12/2015
4512017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0043752-0;800057;INSTITUTO EDUCACIONAL SOCIAL E CULTURAL GOTA DE ESPERANCA;07.028.320/0001-07;308313;CR.P.CONV - GOTA DE ESPERANCA I;198;68.0;105066.54;;;;;Encerrado;;17/11/2017;15/11/2017;17/11/2017
50;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.208.534-0   ;300830;ASS BENEFICENTE LUZ;04.658.156/0001-15;307879;CR.P.CONV - LUZ;65;16.0;38148.83;4176.0;368.0;20/01/2014;19/07/2016;Encerrado;20/01/2014;29/07/2016;21/07/2014;08/04/2015
138;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.468-2   ;300596;TURMA DA TOUCA ASS CULTURAL RECREATIVA E SOCIAL;47.413.513/0001-98;400341;CEI INDIR - JARDIM LUZITANIA;134;41.0;69898.38;;;01/07/2015;31/12/2017;Encerrado;31/01/2014;16/01/2018;03/06/2014;31/12/2017
53;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.076.862-0   ;300346;CENTRO DE APOIO COMUNITARIO DE PERUS;01.314.935/0001-05;307085;CR.P.CONV - GRANDE PRINCIPE;80;56.0;55683.68;7446.6;;23/10/2016;22/04/2019;Encerrado;23/04/2014;21/02/2018;02/12/2014;31/12/2017
378;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.282.088-0   ;300113;ASS CRIANCA BRASIL;58.373.234/0001-64;306209;CR.P.CONV - RECANTO DA ALEGRIA I;101;31.0;56353.02;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;26/02/2018;19/03/2014;31/12/2017
1182017;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0046502-7;300073;ASS BENEFICENTE EDUCATIVA;01.470.611/0001-66;306850;CR.P.CONV - VISAO EDUCATIVA;61;16.0;36037.99;5000.0;731.07;24/09/2017;23/09/2022;Aprovado;18/09/2017;31/08/2018;25/08/2017;
2343;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2010-0.100.146-6   ;300249;CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL;09.118.844/0001-06;307397;CR.P.CONV - SAO PEDRO;137;36.0;70040.13;6888.7;;13/04/2013;12/10/2015;Encerrado;13/10/2010;22/10/2015;22/10/2015;20/07/2015
6982018;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2018/0037421-0;300694;CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS;07.318.742/0001-09;400852;CEI INDIR - CONJUNTO HABITACIONAL APOMI;152;57.0;81810.96;;;06/07/2018;05/07/2023;Aprovado;05/07/2018;04/02/2019;04/07/2018;
6742017;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0005351-9;800045;INSTITUTO CASA DA ARVORE - RAIZES DA VIDA;13.575.961/0001-76;308782;CR.P.CONV - CASA DA ARVORE II;159;52.0;83744.91;8000.0;;;;Encerrado;;05/12/2017;05/12/2017;05/12/2017
2673;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2016-0.088.364-4   ;300915;ENTIDADE COLONIA GOTAS DE AMOR CGA;03.375.734/0001-43;308000;CR.P.CONV - JOAO PE DE FEIJAO;67;18.0;39685.21;6731.78;487.66;06/05/2016;05/11/2018;Encerrado;06/05/2016;16/02/2018;06/05/2016;31/12/2017
542;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2010-0.142.141-4   ;300086;ASS BENEFICENTE JERUSALEM - ABJ;04.420.470/0001-65;307439;CR.P.CONV - ENCANTADO II;76;32.0;47801.32;4200.0;;08/12/2010;07/06/2013;Encerrado;08/12/2010;14/04/2015;27/03/2015;
167;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.180.229-2   ;300588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;307841;CR.P.CONV - SONHO ENCANTADO;60;16.0;44545.68;3800.0;;05/09/2012;04/03/2015;Encerrado;05/09/2012;08/05/2015;27/03/2014;
2426;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.299.748-3   ;300401;COMEB - CONSELHO DE MINISTROS EVANGELICOS DO BRASIL;73.427.775/0001-11;308023;CR.P.CONV - RUGRATS - OS ANJINHOS III;90;;;3461.04;335.14;14/01/2016;13/07/2018;Encerrado;14/01/2016;12/01/2018;12/11/2015;31/12/2017
321;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.341.257-4   ;300277;CASA FREI REGINALDO DE ACOLHIDA A CRIANCA E AO IDOSO;04.427.955/0001-80;306614;CR.P.CONV - CAFRACI - NUCLEO II;60;9.0;42862.32;;;01/07/2016;31/12/2018;Encerrado;30/12/2013;04/01/2018;25/07/2014;31/12/2017
3792;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.209.001-3   ;300185;ASS DOS MORADORES DA VILA ARCO IRIS;56.098.460/0001-59;;CEI ARCO IRIS UNIDADE III;195;87.0;108291.51;;;;;Encerrado;;23/02/2018;19/09/2016;03/01/2018
5282017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042036-8;300805;ASS CLUBE DE MAES RAIO DE SOL;73.001.448/0001-01;308115;CR.P.CONV - NENO, PADRE;92;32.0;52236.24;2816.99;;04/01/2018;03/01/2023;Aprovado;04/01/2018;10/09/2018;23/11/2017;
22;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.168.648-2   ;800011;ASSOCIACAO COMUNITARIA FAMILIA EM MISSAO;97.534.600/0001-71;308120;CR.P.CONV - FAMILIA MISSAO;139;66.0;78150.63;10696.0;39.44;08/02/2017;07/08/2019;Encerrado;08/08/2014;08/02/2018;27/11/2014;31/12/2017
2217;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.156.587-3   ;300441;INSTITUTO BRASIL SOCIAL;04.914.332/0001-32;307341;CR.P.CONV - REGENERACAO ROLDAN PEREIRA;157;61.0;85013.13;13500.0;;22/07/2015;21/01/2018;Encerrado;22/07/2015;28/07/2016;31/08/2015;29/06/2016
379;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2007-0.099.288-6   ;300355;CENTRO EDUCACIONAL PINGO D AGUA;44.132.165/0001-92;400330;CEI INDIR - JARDIM MARACANA;160;43.0;82028.64;;;11/05/2013;10/11/2015;Encerrado;11/11/2010;04/11/2015;02/06/2014;20/07/2015
470;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;2012-0.316.208-8   ;300333;CIRCULO DE TRABALHADORES CRISTAOS DE VILA PRUDENTE;61.876.868/0001-44;400438;CEI INDIR - JARDIM ANA ROSA;163;48.0;84575.19;;;01/01/2013;31/12/2017;Encerrado;28/12/2012;06/02/2018;13/06/2014;31/12/2017
5762018;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2018/0015635-2;300265;ASSOCIACAO NOSSO CAMINHO;05.928.519/0001-58;309048;CR.P.CONV - MARIA VITORIA;253;54.0;126342.57;14600.0;;05/04/2018;04/04/2023;Aprovado;05/04/2018;06/02/2019;23/03/2018;
2665;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2016-0.083.637-9   ;300994;INSTITUTO CONSTRUINDO UMA EDUCACAO DE QUALIDADE ICEQ;15.221.952/0001-02;307058;CR.P.CONV - ANGLICANA JULIAN THOMAS - UN. III;138;38.0;70969.14;16000.0;2160.21;16/05/2016;15/11/2018;Encerrado;16/05/2016;06/02/2018;04/05/2016;31/12/2017
2332017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0044952-8;300164;ASS DE MORADORES DE VILA CARBONE;57.059.883/0001-22;307881;CR.P.CONV - NELSON BREVE;70;25.0;42951.7;3292.96;;29/11/2017;28/11/2022;Aprovado;29/11/2017;14/09/2018;23/10/2017;
568;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.250.129-0   ;300214;ASSOCIACAO SOCIAL E CULTURAL LETRAS MAGICAS;03.229.467/0001-04;306609;CR.P.CONV - LETRAS MAGICAS, ASS SOC CULT;128;32.0;65045.76;;;22/09/2014;21/03/2017;Encerrado;22/09/2014;01/12/2016;01/04/2015;01/12/2016
523;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2014-0.286.308-6   ;300124;ASS CULTURAL FILHOS DA SENZALA;07.060.278/0001-01;307204;CR.P.CONV - MUNDO DA FANTASIA;140;45.0;73548.6;7698.81;;16/04/2017;15/10/2019;Encerrado;16/10/2014;07/12/2017;27/03/2015;31/12/2017
11652017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044362-7;300665;ASSOCIACAO CENTRO SOCIAL BROOKLIN PAULISTA;61.863.825/0001-24;306890;CR.P.CONV - SANTA CLARA DE ASSIS, CEI;299;;;17048.32;2161.53;01/01/2018;31/12/2022;Aprovado;27/12/2017;11/02/2019;26/12/2017;
218;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2014-0.152.820-8   ;300307;CENTRO DE ORIENTACAO A FAMILIA- COR;43.633.288/0001-44;400623;CEI INDIR - NAIR SALGADO;160;64.0;87078.72;;;01/02/2017;31/07/2019;Encerrado;31/07/2014;02/01/2018;16/12/2014;31/12/2017
2612017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046088-2;300202;ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO;61.988.531/0001-29;306277;CR.P.CONV - CENTRO ASSISTENCIAL SANTANA;233;86.0;125076.93;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;04/02/2019;27/10/2017;
575;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2009-0.164.250-5   ;300074;ASS BENEFICENTE ESPERANCA DO JARDIM SAO PAULO;55.641.252/0001-91;307245;CR.P.CONV - ROSA DE SARON;49;25.0;39248.7;3453.53;;01/10/2012;31/03/2015;Encerrado;28/09/2012;15/04/2015;11/09/2014;
832017;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2017-0.126.418-4   ;300492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;;NELSON DE OLIVERA CAMPOS;210;73.0;111645.54;14700.0;;;;Encerrado;;11/10/2017;15/08/2017;11/10/2017
5582018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2018/0014197-5;800200;INSTITUTO MIGUEL PRADO;03.958.635/0001-94;309110;CR.P.CONV - SOL DO AMANHA;126;102.0;80983.26;4148.06;261.85;26/03/2018;27/03/2023;Aprovado;26/03/2018;13/09/2018;19/03/2018;
447;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.277.588-4   ;300887;ASSOCIACAO  BENEFICENTE EPONINA ROCHA GONCALVES;15.799.195/0001-59;307876;CR.P.CONV - PORTELINHA;121;61.0;68883.33;6213.5;;01/05/2015;30/10/2017;Encerrado;31/10/2012;30/10/2017;19/02/2015;30/10/2017
132019;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2019/0006499-9;300709;INSTITUTO VIVA MELHOR;08.002.631/0001-51;306268;CR.P.CONV - ANA DE FATIMA;104;32.0;58045.92;;;18/02/2019;17/02/2024;Encerrado;18/02/2019;18/02/2019;18/02/2019;18/02/2019
4452017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0043757-0;300558;CENTRO SOCIOEDUCATIVO PERSEVERANCA;44.082.642/0001-52;306520;CR.P.CONV - PERSEVERANCA VIII;222;63.0;114617.34;;;01/01/2018;31/12/2022;Aprovado;18/12/2017;29/01/2019;15/11/2017;
4472018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051440-0;800148;ASSOCIACAO BENEFICENTE DE NAZARE;14.688.773/0001-17;308608;CR.P.CONV - NAZARE;69;25.0;42423.99;3240.0;123.32;01/01/2018;31/12/2022;Aprovado;31/01/2018;08/02/2019;01/02/2018;
1882018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043789-9;300595;ASSOCIACAO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;50.105.899/0001-85;306949;CR.P.CONV - AUGUSTO DE OLIVEIRA;87;18.0;50239.41;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;05/02/2019;15/01/2018;
