Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data Solicitação Parceria;Data do Encerramento
1106;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.105.957-3;300.163;ASSOCIAÇÃO DE MULHERES RACA E CORAGEM;67.982.884/0001-06;307.823;CR.P.CONV - RACA E CORAGEM;70;39;43.765,00;3.641,75;;14/08/2012;13/02/2015;Encerrado;14/08/2012;;07/08/2014;
6862017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042093-7;300.285;CAPES - CENTRO ANHAGUERA DE PROMOCAO E EDUCACAO SOCIAL;05.557.371/0001-92;308.066;CR.P.CONV - RAINHA DA PAZ;80;32;56.541,44;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;;05/12/2017;
1095;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.016.420-2;300.285;CAPES - CENTRO ANHAGUERA DE PROMOCAO E EDUCACAO SOCIAL;05.557.371/0001-92;308.066;CR.P.CONV - RAINHA DA PAZ;80;32;43.384,00;5.820,26;394,07;17/09/2016;16/03/2019;Encerrado;17/03/2014;17/03/2014;07/08/2014;31/12/2017
1104;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2010-0.237.757-5;300.184;ASS GRUPO DE MAES SOLIDARIAS BEM VIVER;00.000.113/0001-97;307.485;CR.P.CONV - RAIO DE SOL;84;27;44.160,00;3.043,00;;18/02/2011;17/08/2013;Encerrado;18/02/2011;;07/08/2014;
5872017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042095-3;300.285;CAPES - CENTRO ANHAGUERA DE PROMOCAO E EDUCACAO SOCIAL;05.557.371/0001-92;306.632;CR.P.CONV - REGINA SIMOES;100;17;62.867,79;;;03/12/2017;02/12/2022;Aprovado;01/12/2017;01/12/2017;29/11/2017;
1120;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.305.749-7;300.285;CAPES - CENTRO ANHAGUERA DE PROMOCAO E EDUCACAO SOCIAL;05.557.371/0001-92;306.632;CR.P.CONV - REGINA SIMOES;95;34;62.582,37;;;03/06/2015;02/12/2017;Encerrado;03/12/2012;21/03/2017;07/08/2014;02/12/2017
1291;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2013-0.298.881-2;300.909;INSTITUTO ANASTACIA;13.979.792/0001-30;308.123;CR.P.CONV - RONEYMAR;154;64;89.380,46;13.000,00;;18/06/2014;17/12/2016;Encerrado;18/06/2014;;01/12/2014;24/07/2015
6892017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042098-8;300.671;ASS DEHONIANA BRASIL MERIDIONAL;04.730.949/0001-06;308.689;CR.P.CONV - SANTA CATARINA;176;;92.447,32;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;05/12/2017;
2721;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2016-0.138.404-0;300.671;ASS DEHONIANA BRASIL MERIDIONAL;04.730.949/0001-06;308.689;CR.P.CONV - SANTA CATARINA;167;;86.074,26;;;08/08/2016;07/02/2019;Encerrado;08/08/2016;03/07/2017;27/06/2016;31/12/2017
612018;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042100-3;300.371;CONGREGACAO DE SANTA CRUZ;60.993.193/0001-50;306.411;CR.P.CONV - SANTA LUZIA, C.E.;120;27;74.446,89;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;05/01/2018;
1169;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.196-5;300.371;CONGREGACAO DE SANTA CRUZ;60.993.193/0001-50;306.411;CR.P.CONV - SANTA LUZIA, C.E.;120;27;72.349,26;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;01/07/2015;09/08/2014;31/12/2017
13122017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042102-0;300.518;INSTITUTO ROGACIONISTA ANIBAL DIFRANCIA;62.715.529/0001-49;306.421;CR.P.CONV - SANTA MARINA;61;;39.640,62;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;28/12/2017;
1123;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.319.018-9;300.518;INSTITUTO ROGACIONISTA ANIBAL DIFRANCIA;62.715.529/0001-49;306.421;CR.P.CONV - SANTA MARINA;61;;38.523,52;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;28/12/2012;07/08/2014;31/12/2017
3752017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042106-2;300.079;AGES ASSOCIACAO CIVIL GAUDIUM ET SPES;50.059.070/0001-93;307.907;CR.P.CONV - SANTANA;66;17;46.034,51;5.554,00;;04/01/2018;03/01/2023;Aprovado;04/01/2018;;10/11/2017;
1182;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.332.128-3;300.079;AGES ASSOCIACAO CIVIL GAUDIUM ET SPES;50.059.070/0001-93;307.907;CR.P.CONV - SANTANA;74;17;48.682,24;5.554,00;;01/07/2015;31/12/2017;Encerrado;28/12/2012;28/12/2012;09/08/2014;31/12/2017
3552017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042108-9;300.370;ASS DAS FRANCISCANAS FILHAS DA DIVINA PROVIDENCIA;61.813.333/0001-24;306.371;CR.P.CONV - SAO DOMINGOS, EDUCANDARIO;187;54;109.437,32;;;01/01/2018;31/12/2022;Aprovado;01/01/2018;;10/11/2017;
1073;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.229-5;300.370;ASS DAS FRANCISCANAS FILHAS DA DIVINA PROVIDENCIA;61.813.333/0001-24;306.371;CR.P.CONV - SAO DOMINGOS, EDUCANDARIO;211;54;116.402,10;;;01/07/2015;30/12/2017;Encerrado;27/12/2012;27/12/2012;06/08/2014;30/12/2017
1152;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.178-7;300.324;CENTRO SOCIAL PAROQUIAL DE SAO GERALDO DAS PERDIZES;60.464.492/0001-06;306.424;CR.P.CONV - SAO GERALDO;46;;29.156,64;;;01/01/2013;18/05/2017;Encerrado;28/12/2012;28/12/2012;08/08/2014;15/05/2017
192017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.292.633-9;300.044;ASS BENEFICENTE COMUNITARIA CRIANCAS DE DEUS;09.376.423/0001-85;308.218;CR.P.CONV - SAO JORGE;257;71;143.451,51;22.000,00;3.462,28;18/06/2017;17/06/2022;Aprovado;14/06/2017;;20/06/2017;
1267;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.292.633-9;300.044;ASS BENEFICENTE COMUNITARIA CRIANCAS DE DEUS;09.376.423/0001-85;308.218;CR.P.CONV - SAO JORGE;252;152;155.175,02;22.000,00;;18/12/2014;17/06/2017;Encerrado;18/12/2014;01/03/2016;27/11/2014;17/06/2017
3302017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042115-1;300.020;ACAO SOCIAL CAPELA DA SANTA CRUZ;43.570.050/0001-17;306.377;CR.P.CONV - SAO PAULO APOSTOLO;214;68;124.245,64;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;;06/11/2017;
1105;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.224-4;300.020;ACAO SOCIAL CAPELA DA SANTA CRUZ;43.570.050/0001-17;306.377;CR.P.CONV - SAO PAULO APOSTOLO;214;68;120.744,86;;;01/07/2015;31/12/2017;Encerrado;27/12/2012;01/07/2015;07/08/2014;31/12/2017
3312017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042117-8;300.020;ACAO SOCIAL CAPELA DA SANTA CRUZ;43.570.050/0001-17;306.378;CR.P.CONV - SAO PEDRINHO;174;18;95.669,34;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;06/11/2017;
1176;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.194-9;300.020;ACAO SOCIAL CAPELA DA SANTA CRUZ;43.570.050/0001-17;306.378;CR.P.CONV - SAO PEDRINHO;172;16;91.695,34;;;01/07/2015;31/12/2017;Encerrado;27/12/2012;01/07/2015;09/08/2014;31/12/2017
3322017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042119-4;300.020;ACAO SOCIAL CAPELA DA SANTA CRUZ;43.570.050/0001-17;306.379;CR.P.CONV - SAO PEDRO;125;34;78.189,08;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;;06/11/2017;
1102;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.189-2;300.020;ACAO SOCIAL CAPELA DA SANTA CRUZ;43.570.050/0001-17;306.379;CR.P.CONV - SAO PEDRO;125;34;75.986,02;;;01/07/2015;30/12/2017;Encerrado;27/12/2012;19/06/2017;07/08/2014;28/12/2017
3972017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042121-6;300.998;ASSOC DE MORADORES MAES E SENHORAS DO PARQUE PANAMERICANO;04.077.544/0001-02;308.376;CR.P.CONV - SEGUNDA ESTACAO;91;18;58.904,98;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;13/11/2017;
2115;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.182.152-7;300.998;ASSOC DE MORADORES MAES E SENHORAS DO PARQUE PANAMERICANO;04.077.544/0001-02;308.376;CR.P.CONV - SEGUNDA ESTACAO;98;27;64.205,45;7.500,00;867,98;27/07/2015;26/01/2018;Encerrado;27/07/2015;27/07/2015;05/08/2015;31/12/2017
1125;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.332.145-3;300.014;ASSOCIAÇÃO ASSISTENCIAL COMUNITARIA AZARIAS;03.864.895/0001-09;307.912;CR.P.CONV - SEMENTINHA DE LUZ;78;78;58.150,56;;;25/02/2013;24/08/2015;Encerrado;25/02/2013;;07/08/2014;
4162017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042125-9;300.932;NUCLEO SOCIAL E EDUCACIONAL EDUCANDO;10.172.754/0001-82;308.178;CR.P.CONV - SOLAR DO AMANHECER;157;50;95.605,24;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;14/11/2017;
1243;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.292.227-9;300.932;NUCLEO SOCIAL E EDUCACIONAL EDUCANDO;10.172.754/0001-82;308.178;CR.P.CONV - SOLAR DO AMANHECER;157;50;92.911,46;13.211,83;;07/05/2017;06/11/2019;Encerrado;07/11/2014;01/04/2017;07/11/2014;31/12/2017
14032017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042127-5;300.911;ASS BENEFICENTE SONHO NOSSO;02.698.509/0001-85;307.724;CR.P.CONV - SONHO ENCANTADO;70;7;45.795,49;;;01/01/2018;31/12/2022;Aprovado;27/12/2017;27/12/2017;29/12/2017;
2353;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.280.249-6;300.911;ASS BENEFICENTE SONHO NOSSO;02.698.509/0001-85;307.724;CR.P.CONV - SONHO ENCANTADO;69;;42.468,48;6.950,00;;13/11/2015;12/05/2018;Encerrado;13/11/2015;20/03/2017;26/10/2015;31/12/2017
13372017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042129-1;300.967;ASS UNIAO DOS MORADORES DO MUTIRAO INACIO MONTEIRO E ADJACEN;96.513.601/0001-77;308.193;CR.P.CONV - SONHO INFANTIL;371;152;210.941,46;25.000,00;1.887,45;04/01/2018;03/01/2023;Aprovado;04/01/2018;;28/12/2017;
1257;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.263.661-6;300.967;ASS UNIAO DOS MORADORES DO MUTIRAO INACIO MONTEIRO E ADJACEN;96.513.601/0001-77;308.193;CR.P.CONV - SONHO INFANTIL;374;134;202.285,34;25.000,00;1.887,45;17/05/2017;16/11/2019;Encerrado;17/11/2014;16/05/2017;26/11/2014;31/12/2017
3362017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042133-0;300.444;INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO;07.189.118/0001-59;308.059;CR.P.CONV - TIA SYLVINHA;140;50;88.281,30;10.385,83;23,81;01/01/2018;31/12/2022;Aprovado;08/01/2018;;07/11/2017;
1070;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2013-0.333.672-0;300.444;INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO;07.189.118/0001-59;308.059;CR.P.CONV - TIA SYLVINHA;140;64;70.403,00;10.385,83;23,81;07/09/2016;06/03/2019;Encerrado;07/03/2014;07/03/2014;06/08/2014;31/12/2017
4612017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042135-6;800.010;INSTITUTO NACIONAL JPD;09.543.334/0001-86;308.160;CR.P.CONV - TOCA DO COELHO;77;16;51.389,26;3.906,00;142,92;01/01/2018;31/12/2022;Aprovado;04/01/2018;;16/11/2017;
1254;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.274.190-8;800.010;INSTITUTO NACIONAL JPD;09.543.334/0001-86;308.160;CR.P.CONV - TOCA DO COELHO;77;16;49.941,12;3.906,00;142,92;24/04/2017;23/10/2019;Encerrado;24/10/2014;20/04/2017;26/11/2014;31/12/2017
20170011;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2017-0.017.101-8;800.077;INSTITUTO DE EDUCAÇÃO INTEGRAÇÃO E ASSISTÊNCIA SOCIAL;03.543.404/0001-10;400.829;CR.P.CONV - UNIVERSO DA CRIANCA;75;32;52.482,56;7.396,80;;10/02/2017;09/08/2019;Encerrado;10/02/2017;;03/02/2017;31/12/2017
1692017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016-2.017.004-2;800.077;INSTITUTO DE EDUCAÇÃO INTEGRAÇÃO E ASSISTÊNCIA SOCIAL;03.543.404/0001-10;400.829;CR.P.CONV - UNIVERSO DA CRIANCA;75;32;54.004,34;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;;26/09/2017;
12012017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042139-9;800.074;CEDEC PAULISTANO-CENTRO DE DESENVOLVIMENTO COMUNITARIO;02.095.236/0001-84;308.377;CR.P.CONV - VALE DO SOL;222;64;126.784,72;15.000,00;;12/01/2018;11/01/2023;Aprovado;12/01/2018;;27/12/2017;
2145;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.153.109-0;800.074;CEDEC PAULISTANO-CENTRO DE DESENVOLVIMENTO COMUNITARIO;02.095.236/0001-84;308.377;CR.P.CONV - VALE DO SOL;228;64;129.369,64;15.000,00;;06/08/2015;05/02/2018;Encerrado;06/08/2015;27/12/2016;10/08/2015;31/12/2017
1157;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.168-0;800.003;INSTITUTO SOCIAL SÃO JOÃO GUALBERTO;43.436.591/0001-57;306.380;CR.P.CONV - VALOMBROSANA;85;9;52.342,72;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;01/07/2015;08/08/2014;30/12/2016
6872017;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042153-4;800.014;INSTITUTO DE INTEGRAÇÃO SOCIAL NATALIA REZINO;08.541.431/0001-77;308.060;CR.P.CONV - VOVO JOAO ARLINDO;102;16;63.571,96;;;01/01/2017;31/12/2021;Aprovado;28/12/2017;28/12/2017;05/12/2017;
2591;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2016-0.018.091-0;800.014;INSTITUTO DE INTEGRAÇÃO SOCIAL NATALIA REZINO;08.541.431/0001-77;308.060;CR.P.CONV - VOVO JOAO ARLINDO;129;;70.164,42;7.500,00;296,23;26/02/2016;25/08/2018;Encerrado;26/02/2016;20/03/2017;26/02/2016;31/12/2017
2267;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.254.359-8;300.818;ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR;58.106.972/0001-45;;CRIANDO HISTORIAS;98;32;0;5.800,00;;;;Encerrado;;;06/10/2015;05/11/2015
2727;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2016-0.148.571-5;301.089;INSTITUTO APOEMA;15.204.627/0001-31;;EDUCAR PARA BRILHAR;122;48;0;5.000,00;;;;Encerrado;;;01/07/2016;30/12/2016
6182018;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0052964-5;301.068;ASSOCIAÇÃO FUTURO E CIDADANIA;09.543.923/0001-64;;GENTE INOCENTE;80;37;57.675,79;5.135,30;464,64;26/03/2018;25/03/2023;Em Análise;26/03/2018;;05/04/2018;
3762;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2016-0.155.719-8;301.068;ASSOCIAÇÃO FUTURO E CIDADANIA;09.543.923/0001-64;;GENTE INOCENTE;80;80;0;7.000,00;;;;Encerrado;;;11/08/2016;30/12/2016
2100;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.151.391-1;301.082;INSTITUTO MAGDALENA NAVARRO;19.046.692/0001-37;;JARDIM DONARIA;59;59;51.866,31;4.883,65;;03/08/2015;02/02/2018;Encerrado;03/08/2015;;05/08/2015;29/09/2015
2150;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.187.915-0;800.077;INSTITUTO DE EDUCAÇÃO INTEGRAÇÃO E ASSISTÊNCIA SOCIAL;03.543.404/0001-10;;PATATIVA DO ASSARE;136;44;85.196,80;6.000,00;;10/08/2015;09/02/2018;Encerrado;10/08/2015;;10/08/2015;29/09/2015
1377;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.326.914-1;300.827;INSTITUTO REMANSO;65.706.194/0001-90;307.308;PEQUENO POLEGAR III;127;30;75.941,46;7.356,50;;28/06/2015;27/12/2017;Encerrado;28/12/2012;28/12/2012;11/12/2014;27/12/2017
2553;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.302.157-9;800.077;INSTITUTO DE EDUCAÇÃO INTEGRAÇÃO E ASSISTÊNCIA SOCIAL;03.543.404/0001-10;;RAINHA DO MAR;80;31;0;5.523,18;;;;Encerrado;;;12/01/2016;30/12/2016
3755;109.000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2016-0.138.408-0;300.671;ASS DEHONIANA BRASIL MERIDIONAL;04.730.949/0001-06;;SANTA CATARINA;163;19;0;;;;;Encerrado;;;01/08/2016;08/08/2016
392017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2017-0.108.285-0;300.670;ASS DE MORADORES JACINTO PAZ;08.825.303/0001-55;;BRILHO DO SOL IV;200;53;0;25.000,00;891,97;;;Encerrado;;;11/07/2017;20/10/2017
20170036;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2016-0.095.828-8;800.319;CAMINHAR COM AMOR E A SOLUÇÃO;22.768.610/0001-72;;CAMINHAR COM AMOR UNIDADE I;240;144;0;23.500,00;;;;Encerrado;;;03/03/2017;20/10/2017
12622017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0045774-1;300.720;ASS METODISTA DE ACAO SOCIAL - AMAS VILA MARIANA;52.841.186/0001-05;400.356;CEI INDIR - BEM TE VI;109;15;66.603,73;;;01/01/2018;31/12/2022;Aprovado;26/12/2017;;27/12/2017;
769;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2012-0.307.998-9;300.720;ASS METODISTA DE ACAO SOCIAL - AMAS VILA MARIANA;52.841.186/0001-05;400.356;CEI INDIR - BEM TE VI;109;15;64.726,99;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;28/12/2012;25/07/2014;31/12/2017
13672017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0045889-6;300.363;CENTRO ORGANIZADO DE REVALORIZACAO INFANTIL E SOCIAL - CORIS;08.302.030/0001-64;400.683;CEI INDIR - CARROSSEL ENCANTADO;67;18;46.768,80;;;01/01/2018;31/12/2022;Aprovado;04/01/2018;;28/12/2017;
660;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2012-0.345.100-4;300.363;CENTRO ORGANIZADO DE REVALORIZACAO INFANTIL E SOCIAL - CORIS;08.302.030/0001-64;400.683;CEI INDIR - CARROSSEL ENCANTADO;67;18;46.768,80;;;24/07/2015;23/01/2018;Encerrado;31/01/2013;27/07/2015;17/07/2014;31/12/2017
5592017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044427-5;300.665;ASSOCIACAO CENTRO SOCIAL BROOKLIN PAULISTA;61.863.825/0001-24;400.336;CEI INDIR - CELESTINA STEWARD;249;100;146.584,18;;;01/01/2018;31/12/2022;Aprovado;15/12/2017;;27/11/2017;
534;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2012-0.297.368-6;300.665;ASSOCIACAO CENTRO SOCIAL BROOKLIN PAULISTA;61.863.825/0001-24;400.336;CEI INDIR - CELESTINA STEWARD;243;96;139.060,02;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;29/06/2015;16/06/2014;31/12/2017
13702017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0045802-0;300.690;CENTRO DE CONVIVENCIA ITATINGA;04.328.521/0001-23;400.697;CEI INDIR - CENTRO DE CONVIVENCIA ITATINGA;210;;107.095,20;;;01/01/2018;31/12/2022;Aprovado;03/01/2018;30/03/2018;28/12/2017;
561;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2013-0.104.708-9;300.690;CENTRO DE CONVIVENCIA ITATINGA;04.328.521/0001-23;400.697;CEI INDIR - CENTRO DE CONVIVENCIA ITATINGA;124;;70.044,68;;;24/07/2015;23/01/2018;Encerrado;29/05/2013;22/07/2015;25/06/2014;31/12/2017
11452017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044476-3;800.088;ASSOCIAÇÃO VISÃO DO FUTURO;14.013.787/0001-30;400.823;CEI INDIR - CIDADE AZUL;153;56;95.243,18;;;01/01/2018;31/12/2022;Aprovado;01/01/2018;;26/12/2017;
4869;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2016-0.271.361-4;800.088;ASSOCIAÇÃO VISÃO DO FUTURO;14.013.787/0001-30;400.823;CEI INDIR - CIDADE AZUL;114;36;67.565,94;;;27/12/2016;26/06/2019;Encerrado;27/12/2016;;19/12/2016;31/12/2017
4332017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044448-8;300.672;ASS DOS CAVALEIROS DA SOBERANA ORDEM MILITAR;62.808.894/0001-06;400.337;CEI INDIR - CRUZ DE MALTA;210;57;120.026,79;;;01/01/2018;31/12/2022;Aprovado;02/12/2017;;15/11/2017;
186;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2012-0.321.066-0;300.672;ASS DOS CAVALEIROS DA SOBERANA ORDEM MILITAR;62.808.894/0001-06;400.337;CEI INDIR - CRUZ DE MALTA;210;84;122.597,82;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;15/06/2015;03/04/2014;31/12/2017
4432017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044409-7;300.516;MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE;62.915.459/0001-72;400.374;CEI INDIR - JABAQUARA;175;32;99.276,34;;;01/01/2018;31/12/2022;Aprovado;14/12/2017;;15/11/2017;
723;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2012-0.286.733-9;300.516;MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE;62.915.459/0001-72;400.374;CEI INDIR - JABAQUARA;196;56;110.562,86;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;29/01/2016;23/07/2014;31/12/2017
12282017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0045804-7;300.686;CASA DE ESTAR MARTINHO;46.135.745/0001-69;400.339;CEI INDIR - JARDIM PALMARES;260;81;147.012,67;;;01/01/2018;31/12/2022;Aprovado;01/01/2018;;27/12/2017;
780;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2012-0.336.513-2;300.686;CASA DE ESTAR MARTINHO;46.135.745/0001-69;400.339;CEI INDIR - JARDIM PALMARES;262;77;142.825,82;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;28/12/2012;28/07/2014;31/12/2017
6302017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044442-9;300.367;CENTRO DE PROMOCAO SOCIAL CARMEN MENDES CONCEICAO;52.636.891/0001-70;400.338;CEI INDIR - LUCILA DE SOUZA EGYDIO;159;53;97.147,49;;;01/01/2018;31/12/2022;Aprovado;14/12/2017;;01/12/2017;
2049;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2015-0.169.262-0;300.367;CENTRO DE PROMOCAO SOCIAL CARMEN MENDES CONCEICAO;52.636.891/0001-70;400.338;CEI INDIR - LUCILA DE SOUZA EGYDIO;156;48;94.720,68;;;17/07/2015;16/01/2018;Encerrado;18/07/2015;;04/08/2015;31/12/2017
600;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2010-0.334.832-3;300.367;CENTRO DE PROMOCAO SOCIAL CARMEN MENDES CONCEICAO;52.636.891/0001-70;400.338;CEI INDIR - LUCILA DE SOUZA EGYDIO;156;48;83.503,20;;;01/07/2013;31/12/2015;Encerrado;30/12/2010;10/06/2015;11/07/2014;17/07/2015
5632017;109.100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044382-1;300.665;ASSOCIACAO CENTRO SOCIAL BROOKLIN PAULISTA;61.863.825/0001-24;400.349;CEI INDIR - LUIS DE OLIVEIRA DUARTE, DR;205;55;117.418,95;;;01/01/2018;31/12/2022;Aprovado;19/12/2017;;27/11/2017;
