Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas; Vagas Berçário Contratadas ;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Parceria;Data do Encerramento
786;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.133.371-7;300129;ASS DA VIDA VERDE TOPY BOL;04.931.931/0001-64;306774;CR.P.CONV - MARIA AUGUSTA PEREIRA;70;25;45730,3;5350;471,95;05/06/2014;04/12/2016;Encerrado;05/06/2014;;01/09/2016;28/07/2014;31/08/2016
1497;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.336.176-7;800020;CENTRO EDUCACIONAL BARAKAT;07.728.508/0001-50;308052;CR.P.CONV - MARIA CELESTE;301;114;157843,99;14970,79;;11/08/2016;10/02/2019;Encerrado;11/02/2014;10/08/2016;27/02/2018;22/12/2014;27/02/2018
2457;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.292.230-0;300049;ASS COMUNITARIA MONTANHA DO SABER SEM FIM;03.591.920/0001-10;306942;CR.P.CONV - MONTANHA DO SABER I;100;27;57422,4;6000;577,96;16/11/2015;15/05/2018;Encerrado;18/11/2015;18/11/2015;07/03/2018;18/11/2015;07/03/2018
946;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.164.483-4;300049;ASS COMUNITARIA MONTANHA DO SABER SEM FIM;03.591.920/0001-10;306942;CR.P.CONV - MONTANHA DO SABER I;101;27;57832,8;5188,68;;19/08/2013;18/02/2016;Encerrado;19/08/2013;14/03/2014;18/11/2015;31/07/2014;15/11/2015
2105;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.190.516-0;800067;ASSOCIAÇÃO CICLECA-CENTRO INTEG A CULT.LAZER E EDUC A CRIAN;12.807.206/0001-07;308339;CR.P.CONV - MUNDO DA ALEGRIA;108;48;73624,92;3920;;05/08/2015;04/02/2018;Encerrado;05/08/2015;16/12/2016;27/02/2018;05/08/2015;03/02/2018
2109;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.190.517-8;800067;ASSOCIAÇÃO CICLECA-CENTRO INTEG A CULT.LAZER E EDUC A CRIAN;12.807.206/0001-07;308340;CR.P.CONV - MUNDO DOS SONHOS;109;54;75451,66;5400;2265,3;05/08/2015;04/02/2018;Aprovado;05/08/2015;17/02/2017;17/02/2017;05/08/2015;
3772;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.156.174-8;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;307057;CR.P.CONV - MUNDO ENCANTADO II;150;41;83016,5;8900;971,97;16/08/2016;15/02/2019;Encerrado;11/08/2016;11/08/2016;27/02/2018;22/08/2016;27/02/2018
835;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.021.162-6;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;307057;CR.P.CONV - MUNDO ENCANTADO II;154;59;88340,46;8900;;16/02/2014;15/08/2016;Encerrado;14/02/2014;01/02/2016;22/08/2016;29/07/2014;15/08/2016
20170014;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.211.773-6;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;307747;CR.P.CONV - MUNDO ENCANTADO III;243;96;131190,57;14832,93;;01/02/2017;31/07/2019;Encerrado;06/12/2016;;05/03/2018;06/02/2017;05/03/2018
836;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2011-0.298.241-1;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;307747;CR.P.CONV - MUNDO ENCANTADO III;237;114;140516,58;14832,93;;17/08/2014;16/02/2017;Encerrado;17/02/2012;17/02/2012;06/02/2017;29/07/2014;31/01/2017
2603;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.012.525-1;800148;ASSOCIAÇÃO BENEFICENTE DE NAZARE;14.688.773/0001-17;308608;CR.P.CONV - NAZARE;90;34;54718,4;3600;112,11;07/04/2016;06/10/2018;Encerrado;07/04/2016;07/04/2016;27/02/2018;07/03/2016;27/02/2018
2229;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.189.346-3;300886;INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA;05.100.338/0001-39;307663;CR.P.CONV - NEI CAETANO DE ANDRADE;70;18;48291,06;3360,24;;14/08/2015;13/02/2018;Encerrado;24/08/2015;15/12/2016;27/02/2018;01/09/2015;12/02/2018
635;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.135.826-4;300247;ASSOCIACAO VIA COMUNIDADE;08.871.472/0001-21;307663;CR.P.CONV - NEI CAETANO DE ANDRADE;70;25;45730,3;3360,24;;05/06/2014;04/12/2016;Encerrado;05/06/2014;;01/09/2015;15/07/2014;13/08/2015
1830;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.274.770-1;300874;ONG NOVA HARMONIA EM FAVOR DA COMUNIDADE;12.513.117/0001-58;308173;CR.P.CONV - NOVA HARMONIA II;106;21;64692,64;6400;;06/05/2017;05/11/2019;Encerrado;06/11/2014;04/04/2017;27/02/2018;02/04/2015;27/02/2018
681;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.370.115-0;300137;ASS DE APOIO A LIBERDADE, VIDA E ESPERANCA;02.709.201/0001-98;306743;CR.P.CONV - PARAISO INFANTIL;117;41;67199,2;8500;;23/07/2016;22/01/2019;Encerrado;23/01/2014;20/06/2016;27/02/2018;18/07/2014;27/02/2018
2546;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.337.293-2;300999;ASS E CENTRO DE APOIO SOCIAL DE EDUCACAO ESPACO FELIZ;09.371.463/0001-34;306853;CR.P.CONV - PEQUENO ANJO;101;41;63057,41;6183,8;;01/01/2016;30/06/2018;Encerrado;07/01/2016;13/12/2016;27/02/2018;04/01/2016;27/02/2018
2113;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.181.302-8;301075;ASS MULHERES E CRIANCAS DO JARDIM BANDEIRANTES;00.397.537/0001-37;308341;CR.P.CONV - PEQUENO PRINCIPE DAN;65;;41670,3;4000;;05/08/2015;04/02/2018;Encerrado;05/08/2015;;27/07/2016;05/08/2015;27/04/2016
2477;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.302.602-3;800128;ASSOCIAÇÃO BENEFICENTE CRESCER;03.841.516/0001-57;308532;CR.P.CONV - PEQUENOS CRISTAIS;183;48;93757,8;9960;;18/12/2015;17/06/2018;Encerrado;18/12/2015;;27/02/2018;19/11/2015;27/02/2018
1832;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.208.581-4;300189;ASS DOS MORADORES DE VILA REIS JARDIM PLANALTO E REGIAO;66.854.555/0001-09;308141;CR.P.CONV - PINGOS DO AMANHA;70;37;48226,3;5033,49;;15/03/2017;14/09/2019;Encerrado;15/09/2014;09/12/2016;27/02/2018;02/04/2015;27/02/2018
2632;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.054.168-9;800099;GREMIO AMIGOS DIAS FELIZES;04.064.642/0001-05;306978;CR.P.CONV - PINGUINHO DE GENTE;80;25;48445,2;5421;532,33;01/04/2016;30/09/2018;Encerrado;05/04/2016;05/04/2016;27/02/2018;07/04/2016;27/02/2018
1580;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.215.468-9;300008;ACAO BRASILEIRA DE ASSISTENCIA E CONSCIENTIZACAO DA CIDADANI;04.401.524/0001-45;306978;CR.P.CONV - PINGUINHO DE GENTE;80;25;53404,8;5421;;16/08/2014;15/02/2017;Encerrado;15/08/2014;15/01/2016;07/04/2016;20/01/2015;31/03/2016
705;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2009-0.192.306-7;300008;ACAO BRASILEIRA DE ASSISTENCIA E CONSCIENTIZACAO DA CIDADANI;04.401.524/0001-45;306978;CR.P.CONV - PINGUINHO DE GENTE;80;18;44330;4662,89;455,27;16/02/2012;15/08/2014;Encerrado;14/08/2009;19/08/2013;20/01/2015;21/07/2014;
641;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.071.033-9;300116;ASS CORACAO DO AMOR;61.587.945/0001-46;306762;CR.P.CONV - PROJETO DE VIDA;80;32;43384;4200;210,81;25/09/2016;24/03/2019;Encerrado;14/03/2014;14/03/2014;27/02/2018;15/07/2014;27/02/2018
2416;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.292.233-5;300146;ASS BRISA DA MANHA;05.601.329/0001-21;308552;CR.P.CONV - RAIO DE LUZ;80;18;47045,2;3094;;18/12/2015;17/06/2018;Encerrado;18/12/2015;18/12/2015;27/02/2018;10/11/2015;27/02/2018
2460;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.284.582-9;300555;SERVICO COMUNITARIO DO ITAIM PAULISTA;01.420.396/0001-99;306990;CR.P.CONV - RECANTO FELIZ;122;41;71956,78;7106;;16/11/2015;15/05/2018;Encerrado;18/11/2015;12/12/2016;06/04/2018;18/11/2015;06/04/2018
625;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.222.876-1;300555;SERVICO COMUNITARIO DO ITAIM PAULISTA;01.420.396/0001-99;306990;CR.P.CONV - RECANTO FELIZ;125;50;72129,4;7106;;01/09/2013;29/02/2016;Encerrado;30/08/2013;02/07/2015;18/11/2015;14/07/2014;15/11/2015
2237;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.192.605-1;800092;ASSOCIAÇÃO BENEFICENTE CULTURAL EBENEZER;11.403.042/0001-90;308396;CR.P.CONV - REFERENCIAL;100;25;64682,75;2600;;10/09/2015;09/03/2018;Encerrado;10/09/2015;01/03/2016;28/02/2018;10/09/2015;28/02/2018
781;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.055.771-9;300197;ASSOCIACAO RESTAURAR DE ASSISTENCIA E DESENVOLVIMENTO;09.009.768/0001-09;307122;CR.P.CONV - RESTAURAR;94;36;59029,74;6124,24;;03/03/2014;02/09/2016;Encerrado;14/03/2014;;31/08/2016;28/07/2014;02/09/2016
1209;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.181.085-0;301091;ASSOCIACAO REVOLUCAO;17.587.681/0001-39;308133;CR.P.CONV - REVOLUCAO;94;44;60693,74;5698;;05/03/2017;04/09/2019;Encerrado;05/09/2014;13/12/2016;16/03/2018;10/09/2014;16/03/2018
1989;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.147.199-2;800046;ASSOCIAÇÃO BENEFICENTE RUMO CERTO;00.453.256/0001-54;308386;CR.P.CONV - SANTA BARBARA;106;32;69063,96;3872;;03/08/2015;02/02/2018;Encerrado;03/08/2015;09/12/2016;28/02/2018;17/07/2015;01/02/2018
898;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.336.038-6;300589;SOCIEDADE DE ENSINO PROFISSIONAL E ASSISTENCIA SOCIAL-SEPAS;47.296.884/0001-37;306362;CR.P.CONV - SANTA ROSA DE LIMA;192;45;109549,59;;;10/10/2015;09/04/2018;Encerrado;10/04/2013;15/12/2016;01/03/2018;31/07/2014;01/03/2018
4860;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.141.812-0;800196;INSTITUTO BENEFICENTE SEMENTE DA VIDA;96.522.990/0001-05;308724;CR.P.CONV - SEMENTE DO AMANHA;98;55;64688,98;7500;;14/12/2016;13/06/2019;Encerrado;14/12/2016;;28/02/2018;13/12/2016;28/02/2018
668;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.088.486-8;300399;FUNDACAO ESPERANCA;03.215.066/0001-97;307090;CR.P.CONV - SEMENTES DA VIDEIRA;70;16;43858,3;4500;;29/11/2016;31/12/2016;Encerrado;29/05/2014;29/05/2014;18/01/2017;17/07/2014;31/12/2016
2256;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.126.313-3;300160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;04.676.010/0001-00;307381;CR.P.CONV - SER FELIZ II;120;26;72128,78;4614,24;;01/07/2015;31/12/2017;Encerrado;01/07/2015;07/12/2016;02/04/2018;28/09/2015;30/12/2017
747;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2010-0.164.355-7;300160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;04.676.010/0001-00;307381;CR.P.CONV - SER FELIZ II;114;36;64968;3769,47;;13/03/2013;12/09/2015;Encerrado;13/09/2010;19/02/2015;28/09/2015;24/07/2014;30/06/2015
2463;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.275.521-8;300160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;04.676.010/0001-00;307089;CR.P.CONV - SER FELIZ III;140;45;79898,6;7500;;16/11/2015;15/05/2018;Encerrado;18/11/2015;07/12/2016;28/02/2018;18/11/2015;28/02/2018
753;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.098.704-5;300160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;04.676.010/0001-00;307089;CR.P.CONV - SER FELIZ III;115;36;65378,4;7500;;09/08/2013;08/02/2016;Encerrado;09/08/2013;01/07/2015;18/11/2015;25/07/2014;15/11/2015
2462;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.275.531-5;300160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;04.676.010/0001-00;308010;CR.P.CONV - SER FELIZ IV;88;26;54312,08;3000;;16/11/2015;15/05/2018;Encerrado;18/11/2015;07/12/2016;01/03/2018;18/11/2015;01/03/2018
85;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.273.953-7;300160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;04.676.010/0001-00;308010;CR.P.CONV - SER FELIZ IV;80;33;50045,2;3000;101,25;18/11/2013;17/05/2016;Encerrado;18/11/2013;01/09/2015;18/11/2015;25/03/2014;15/11/2015
745;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.092.549-0;300040;ASS BENEFICENTE CLUBE DE MAES ACAO FAMILIAS;05.972.232/0001-25;306913;CR.P.CONV - SONHO MAGICO;62;;40148,04;4451,77;;14/10/2015;13/04/2018;Encerrado;14/04/2013;15/01/2016;05/03/2018;24/07/2014;05/03/2018
2454;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.272.243-3;300040;ASS BENEFICENTE CLUBE DE MAES ACAO FAMILIAS;05.972.232/0001-25;307975;CR.P.CONV - SONHO MAGICO II;156;103;94503,2;8387;282,78;01/11/2015;30/04/2018;Encerrado;03/11/2015;03/11/2015;05/03/2018;17/11/2015;05/03/2018
744;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.151.777-8;300040;ASS BENEFICENTE CLUBE DE MAES ACAO FAMILIAS;05.972.232/0001-25;307975;CR.P.CONV - SONHO MAGICO II;136;112;88707,2;7048;;23/07/2013;22/01/2016;Encerrado;23/07/2013;24/07/2015;17/11/2015;24/07/2014;31/10/2015
2645;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.081.693-9;301091;ASSOCIACAO REVOLUCAO;17.587.681/0001-39;308642;CR.P.CONV - TIA ANA;94;45;58560;6000;;10/05/2016;09/11/2018;Encerrado;10/05/2016;;01/03/2018;25/04/2016;01/03/2018
2686;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.108.103-7;300408;CRECHE CARROSSEL ENCANTADO;00.090.616/0001-09;308700;CR.P.CONV - TIA VALDICE;70;70;52972;5000;469,92;20/06/2016;19/12/2018;Encerrado;20/06/2016;20/06/2016;01/03/2018;25/05/2016;01/03/2018
1221;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.094.286-8;301077;CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO;05.235.465/0001-45;308135;CR.P.CONV - TIO NINO;132;48;82003,5;6991;405,48;05/03/2017;04/09/2019;Encerrado;05/09/2014;03/03/2017;01/03/2018;16/09/2014;01/03/2018
3777;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.181.672-0;300553;ASS BENEFICENTE ESPERA POR UMA VIDA MELHOR;07.278.862/0001-20;308751;CR.P.CONV - UNIAO DE VILA NOVA II;94;36;59029,74;9424,05;;03/09/2016;02/03/2019;Encerrado;31/08/2016;;01/03/2018;31/08/2016;01/03/2018
800;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.013.200-7;300445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306654;CR.P.CONV - VILA MARA, CEI;225;72;129892,14;;;11/09/2015;10/03/2018;Encerrado;11/03/2013;28/12/2016;01/03/2018;28/07/2014;01/03/2018
797;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.092.559-7;300173;ASSOCIAÇÃO BENEFICENTE VIRTUDE DA CRIANÇA;06.885.889/0001-18;306944;CR.P.CONV - VIRTUDE DA CRIANCA II;234;127;105804;15000;;30/11/2015;29/05/2018;Encerrado;29/05/2013;29/05/2013;02/03/2018;28/07/2014;02/03/2018
1182017;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2017-0.130.296-5;300073;ASS BENEFICENTE EDUCATIVA;01.470.611/0001-66;306850;CR.P.CONV - VISAO EDUCATIVA;61;16;43270,54;5000;731,07;24/09/2017;23/09/2022;Aprovado;18/09/2017;30/01/2018;30/01/2018;25/08/2017;
657;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.256.916-8;300073;ASS BENEFICENTE EDUCATIVA;01.470.611/0001-66;306850;CR.P.CONV - VISAO EDUCATIVA;60;25;43542,4;4500;457,79;24/03/2015;23/09/2017;Encerrado;24/09/2012;24/09/2012;18/09/2017;16/07/2014;23/09/2017
2453;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.265.882-4;300236;ASS MISSIONARIA SO VITORIA;02.514.959/0001-70;308022;CR.P.CONV - VITORIA II;160;64;88222,4;9345;;16/11/2015;15/05/2018;Encerrado;17/11/2015;18/11/2015;05/03/2018;17/11/2015;05/03/2018
631;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.251.435-7;300236;ASS MISSIONARIA SO VITORIA;02.514.959/0001-70;308022;CR.P.CONV - VITORIA II;162;64;88982;4600;506,07;05/12/2013;04/06/2016;Encerrado;05/12/2013;;17/11/2015;15/07/2014;15/11/2015
1203;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.362.594-2;301080;ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER;09.308.607/0001-08;308117;CR.P.CONV - VO ESTER;70;23;45314,3;4977,98;;30/01/2017;29/07/2019;Encerrado;30/07/2014;08/12/2016;02/03/2018;14/08/2014;02/03/2018
2359;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.282.523-2;301080;ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER;09.308.607/0001-08;308562;CR.P.CONV - VO ESTER II;74;31;48839,14;3496;;18/12/2015;17/06/2018;Encerrado;18/12/2015;08/12/2016;02/03/2018;27/10/2015;02/03/2018
1827;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.380.460-0;300862;ASS DOS MORADORES DO JARDIM AUREA;00.585.268/0001-32;308116;CR.P.CONV - VO ZEFINHA;65;16;41532,25;3000;;21/01/2017;20/07/2019;Encerrado;21/07/2014;12/12/2016;02/03/2018;02/04/2015;02/03/2018
4852;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.246.100-3;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;02.080.755/0001-79;307683;CR.P.CONV - VOVO ADELAIDE;70;23;45314,3;4656,21;;08/12/2016;07/06/2019;Encerrado;07/12/2016;;06/03/2018;05/12/2016;06/03/2018
807;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2011-0.318.085-8;300815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;02.080.755/0001-79;307683;CR.P.CONV - VOVO ADELAIDE;70;23;45314,3;4656,21;206,28;08/06/2014;07/12/2016;Encerrado;08/12/2011;15/04/2016;05/12/2016;28/07/2014;07/12/2016
2466;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.275.543-9;300146;ASS BRISA DA MANHA;05.601.329/0001-21;308020;CR.P.CONV - VOVO EFIGENIA;96;96;72363,36;8582;;16/11/2015;15/05/2018;Encerrado;18/11/2015;06/12/2016;05/03/2018;18/11/2015;05/03/2018
630;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.253.363-7;300146;ASS BRISA DA MANHA;05.601.329/0001-21;308020;CR.P.CONV - VOVO EFIGENIA;96;96;69580,8;5000;661,1;13/12/2013;12/06/2016;Encerrado;13/12/2013;;18/11/2015;15/07/2014;15/11/2015
2228;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.198.803-0;800090;ASSOCIAÇÃO AGREGANDO VALORES A VIDA;13.632.083/0001-83;308405;CR.P.CONV - VOVO FATIMA;75;25;52416,25;3750;;01/09/2015;28/02/2018;Encerrado;01/09/2015;04/03/2016;01/03/2018;01/09/2015;27/02/2018
2261;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.178.611-0;300842;SOCIEDADE BENEFICENTE FLOR DO CAMPO DO JARDIM CELIA;01.519.142/0001-22;308463;CR.P.CONV - VOVO MARIA;89;32;61108,22;5148;;18/09/2015;17/03/2018;Encerrado;18/09/2015;;02/03/2018;06/10/2015;02/03/2018
2597;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.305.516-3;300865;ASS NOVA ESPERANCA;00.098.011/0001-56;308024;CR.P.CONV - VOVO NAZIRA, CEI;78;18;46150,56;6525,96;308,63;01/02/2016;31/07/2018;Encerrado;29/02/2016;29/02/2016;05/03/2018;01/03/2016;05/03/2018
638;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.345.366-1;300865;ASS NOVA ESPERANCA;00.098.011/0001-56;308024;CR.P.CONV - VOVO NAZIRA, CEI;75;32;47608,6;5688;257,11;21/12/2013;20/06/2016;Encerrado;23/12/2013;26/02/2015;01/03/2016;15/07/2014;31/01/2016
2534;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.324.094-7;301009;ASS COMUNITARIA RAIO DE SOL;04.107.580/0001-71;308530;CR.P.CONV - VOVO VANDA;70;32;47186,3;3080;;18/12/2015;17/06/2018;Encerrado;18/12/2015;12/12/2016;02/03/2018;17/12/2015;02/03/2018
2561;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.008.195-5;300366;CENTRO SOCIAL BENEFICENTE DE RECUPERACAO EL SHADAI;02.986.801/0001-01;;CRIANCA FELIZ II;68;24;0;;;;;Encerrado;;;26/07/2016;14/01/2016;26/07/2016
2480;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.306.239-9;800100;ASSOCIAÇÃO EM FAVOR E DEFESA DA COMUNIDADE;59.291.278/0001-08;;ELOHIM KADOSH;70;25;0;4538,8;;18/12/2015;17/06/2018;Encerrado;18/12/2015;;28/07/2016;24/11/2015;18/12/2015
2734;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.141.812-0;800196;INSTITUTO BENEFICENTE SEMENTE DA VIDA;96.522.990/0001-05;;SEMENTE DO AMANHA;98;55;0;7500;;;;Encerrado;;;13/12/2016;06/07/2016;13/12/2016
2380;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.288.995-8;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;;BRINCADEIRA DE CRIANCA;203;89;0;12000;;09/12/2015;08/06/2018;Encerrado;09/12/2015;;23/02/2016;29/10/2015;16/02/2016
1747;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.141.860-7;300684;ASS POPULAR DE SAUDE;04.213.718/0001-17;400711;CEI INDIR - ADHEMAR FERREIRA CASTILHO, PROF;166;37;88504,34;;;24/01/2017;23/07/2019;Encerrado;23/07/2014;19/12/2016;01/02/2018;25/03/2015;31/12/2017
651;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.055.585-4;300684;ASS POPULAR DE SAUDE;04.213.718/0001-17;400711;CEI INDIR - ADHEMAR FERREIRA CASTILHO, PROF;166;37;80125;;;24/01/2012;23/07/2014;Encerrado;24/01/2012;26/12/2014;25/03/2015;16/07/2014;
1132017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2017-0.126.584-9;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;08.849.334/0001-46;400767;CEI INDIR - ALFAZEMAS I;222;75;129280,29;;;28/12/2017;27/12/2022;Aprovado;11/12/2017;;05/02/2018;25/08/2017;
678;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.323.760-5;300712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;08.849.334/0001-46;400767;CEI INDIR - ALFAZEMAS I;222;75;125637,66;;;28/06/2015;27/12/2017;Encerrado;28/12/2012;28/04/2015;05/02/2018;18/07/2014;27/12/2017
818;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.053.084-0;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;62.264.494/0001-79;400592;CEI INDIR - ANIS AIDAR, DR;175;66;94319,4;;;15/03/2016;14/09/2018;Encerrado;13/09/2013;14/03/2016;06/02/2018;29/07/2014;31/12/2017
759;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.030.978-0;300711;NUCLEO DE APOIO E DESENVOLVIMENTO HUMANO - NADHU;67.132.746/0001-20;400453;CEI INDIR - ANTONIO ELPIDIO DA SILVA;132;50;84834,74;;;21/07/2015;20/01/2018;Encerrado;25/03/2013;21/07/2015;06/02/2018;25/07/2014;31/12/2017
871;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.319.687-0;300246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;61.705.877/0001-72;400320;CEI INDIR - BELEM;199;103;122181,46;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;21/09/2016;16/01/2018;30/07/2014;31/12/2017
691;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.139.431-5;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400614;CEI INDIR - CARRAO I;176;62;97654,24;;;01/02/2017;31/08/2019;Encerrado;15/12/2011;20/12/2016;31/01/2018;21/07/2014;31/12/2017
