Cod OSC;Nome OSC;CNPJ;Tipo_Logradouro;Nome_Logradouro;Endereco_Numero;Complemento;Bairro;CEP;Representante Legal;Portaria Credenciamento;Validade Credenciamento;Data Descredenciamento;Status Credenciamento;;;;;;;;
800071;GRUPO DE ASSISTÊNCIA AO TRATAMENTO E HOSPEDAGEM INFANTIL;04480432000106;Rua;ALBERTO LEAL;110   ;;JABAQUARA;4343000;ELIZETE APARECIDA BARBOSA BENEDICTO;58;2018-07-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800072;GRUPO DE AMPARO A CRIANÇA LUZ DO SABER;18804354000154;Rua;PEDRÁLIA;50    ;AP 22;VILA GUMERCINDO;4130080;VLADE AUGUSTINHO RODRIGUES;76;2018-05-15 00:00:00.000;;CREDENCIADA;;;;;;;;
800073;INSTITUTO LAR DOS ANJOS;15495704000150;Rua;MIRANGAOBA;329   ;NT;VILA PENTEADO;2866150;IARA TEIXEIRA DE LIMA;183;2017-09-05 00:00:00.000;;CREDENCIADA;;;;;;;;
800075;INSTITUTO ESTRELA GUIA;05530672000122;Rua;ELIAS MONTEIRO CARDOSO;298   ;;VILA CLARA;8022130;GILVAN DIAS DE ARAÚJO;37;2018-06-29 00:00:00.000;;CREDENCIADA;;;;;;;;
800076;ASSOC DOS MORADORES E AMIGOS DO CONJ. RESIDENCIAL TURISTICO;12782048000188;Rua;IDA GOMES;126   ;;CONJUNTO HABITACIONAL TURÍSTICA;5164030;ROBERTO HENRIQUE DO NASCIMENTO;15;2018-01-29 00:00:00.000;;CREDENCIADA;;;;;;;;
800079;INSTITUTO SOCIAL BRINCAR E APRENDER;13074221000156;Rua;JOSÉ GERVÁSIO SOUZA;671   ;A;JARDIM BRASÍLIA (ZONA NORTE);2859070;MARIA PEREIRA DE SOUZA;189;2017-10-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800080;ASSOCIAÇÃO COMUNITÁRIA AMIGOS DO YADOIA;17033335000109;Passagem;QUATRO;149   ;;PARQUE BELÉM;2850130;VANESSA DA SILVA KALISCH;5;2018-02-03 00:00:00.000;;CREDENCIADA;;;;;;;;
800081;INSTITUICAO BENEFICENTE CASA LAR;05542598000164;Rua;DUPLO CEU;150   ;;VILA DOS ANDRADES;2610110;LUCIANA GUTIERREZ DOS SANTOS;22;2017-06-03 00:00:00.000;;CREDENCIADA;;;;;;;;
800082;ORGANIZAÇÃO NÃO GOVERNAMENTAL PROJETO GUSMÃO;07747255000161;Rua;EXPEDITO ARMANDO CARDOSO DE MELO;33    ;;JARDIM ELISA MARIA;2873630;OZÉAS GUSMÃO;5;2017-03-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800083;ASSOCIAÇÃO PEQUENO SER DE AMOR;04093343000107;Rua;SPENCER VAMPRÉ;128   ;;VILA SOUZA;2860030;RUTE FELIX;11;2018-01-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800084;ASSOCIAÇÃO AMIGOS DA PRAÇA;19351109000100;Rua;ALBERTO ANDALÓ;283   ;;PARQUE SÃO LUÍS;2840080;FABIANA FERREIRA DIAS;9;2018-02-19 00:00:00.000;;CREDENCIADA;;;;;;;;
800085;COMO E BOM SER CRIANÇA;73000986000173;Rua;JOAQUIM FERREIRA DA ROCHA;595   ;;BRASILÂNDIA;2845000;BRUNO FERNANDES FERREIRA;6;2018-02-02 00:00:00.000;;CREDENCIADA;;;;;;;;
800086;INSTITUTO EVELLYN VALENTINA;11580306000180;Rua;JOSÉ OTÁVIO;89    ;;PARQUE SÃO LUÍS;2842250;THAIS DOS SANTOS;24;2017-07-29 00:00:00.000;;CREDENCIADA;;;;;;;;
800087;ASSOCIAÇÃO CENTRAL BEM VIVER;20068053000151;Praça;MARQUÊS DE NAZARÉ;139   ;CASA 01;VILA FORMOSA;3359070;MARGARETE CORREIA DE PAULO;18;2015-04-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800089;ASSOCIAÇÃO BENEFICENTE LUZ DE UM NOVO MUNDO;20219349000126;Rua;PEDRO RABELO;267   ;;JARDIM NOVO CARRÃO;3908000;MARIA AMELIA NECHI;;;;CREDENCIADA;;;;;;;;
800090;ASSOCIAÇÃO AGREGANDO VALORES A VIDA;13632083000183;Rua;ANTÔNIO JOÃO DE MEDEIROS;596   ;;ITAIM PAULISTA;8140060;ALESSANDRA MARINHO PETERLE;24;2017-08-05 00:00:00.000;;CREDENCIADA;;;;;;;;
800091;ASSOCIAÇÃO FILANTROPICA E FUNDO SOCIAL TIA JULIA;60557329000180;Avenida;PADRE ARLINDO VIEIRA;2150  ;;JARDIM VERGUEIRO (SACOMÃ);4166002;NOEMIA BENTO DE OLIVEIRA;124;2018-08-27 00:00:00.000;;CREDENCIADA;;;;;;;;
800094;ASSOCIAÇÃO CORDEIRINHO;21946373000120;Rua;CLÁUDIO ROSSI;477   ;;JARDIM DA GLÓRIA;1547000;PRISCILA LEMOS VARGAS;125;2018-08-27 00:00:00.000;;CREDENCIADA;;;;;;;;
800097;ASSOCIAÇÃO DE MÃES RENASCER;00214082000177;Rua;FLOR DE SEDA;69    ;;VILA JACUÍ;8050097;JAZIEL CABRAL DA SILVA;113;2017-11-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800098;CASA DOS INOCENTES;45702792000184;Rua;CATRIMANI;333   ;CASA;CIDADE PATRIARCA;3555030;ANDERSON SANTANA CARRER;38;2018-05-15 00:00:00.000;;CREDENCIADA;;;;;;;;
800101;ASSOCIAÇÃO RENOVA;09543928000197;Rua;PITINGA;516   ;;VILA LÚCIA;3146030;MARIA CONCEBIDA DA SILVA SANTOS;86;2018-06-20 00:00:00.000;;CREDENCIADA;;;;;;;;
800102;ASSOCIAÇÃO CULTURA FRANCISCANA;60806577000117;Avenida;JURITI;457   ;CASA;VILA UBERABINHA;4520000;NAIR DEVINA ROSSETTO;136;2018-09-11 00:00:00.000;;CREDENCIADA;;;;;;;;
800103;CENTRO AVANÇADO DE ESTUDOS NA GESTÃO PÚBLICA E PRIVADA;02025491000150;Rua;SILVEIRA MARTINS;53    ;4º ANDAR;SÉ;1019000;LINEU NEVES MAZANO;141;2018-09-23 00:00:00.000;;CREDENCIADA;;;;;;;;
800104;INSTITUTO PLENITUDE;01073355000173;Rua;ACURUÍ;529   ;;VILA FORMOSA;3355000;ROSELI BANHOS TEIXEIRA;142;2018-09-25 00:00:00.000;;CREDENCIADA;;;;;;;;
800105;CASA DA JUVENTUDE SÃO PAULO;07093726000165;Rua;SENADOR FEIJÓ;30    ;8 ANDAR SALA 805;SÉ;1006000;SHEILA DE ALMEIDA;173;2017-10-15 00:00:00.000;;CREDENCIADA;;;;;;;;
800106;ORGANIZAÇÃO NACIONAL DE ASSISTENCIA AOS MUNICIPIOS;52636560000130;Rua;HUMAITÁ;627   ;;BELA VISTA;1321010;LUCIELDA SANTOS NUNES;73;2017-06-03 00:00:00.000;;CREDENCIADA;;;;;;;;
800107;INSTITUTO VIDA PLENA;13857633000162;Rua;ALENCAR ARARIPE;1258  ;;SACOMÃ;4253000;CRISTIAN ROGER TIMOTEO DE OLIVEIRA;36;2017-04-23 00:00:00.000;;CREDENCIADA;;;;;;;;
800108;ASSOCIAÇÃO RECANTO VERDE;00097043000137;Rua;MAESTRO LAURO PINTO RIBEIRO;48    ;;RECANTO VERDE;2364010;REGIANE ARNONI;48;2018-10-21 00:00:00.000;;CREDENCIADA;;;;;;;;
800109;CENTRO DE EDUCAÇÃO INFANTIL JOSEPHINA SANTOS MAIA;23118685000170;Rua;EUGENIO DE FREITAS;652   ;ANEXO 02;VILA GUILHERME;2060000;ROBERTA VAZ MAIA GARCIA;83;2018-10-17 00:00:00.000;;CREDENCIADA;;;;;;;;
800110;ISAAC INSTITUTO SOCIAL APRENDENDO AMAR E CRESCER;10756586000172;Rua;ÁGUAS NEGRAS;41    ;;VILA GUSTAVO;2249040;ALEX DA SILVA COUTINHO;33;2018-08-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800111;ASSOCIAÇÃO FILHAS DE SANTA MARIA DA PROVIDÊNCIA;92873413000107;Rua;DOS IMBIRAS;5550  ;;VILA MAZZEI;2316000;MARIA ENI MASSANI;57;2018-09-19 00:00:00.000;;CREDENCIADA;;;;;;;;
800112;ASSOCIAÇÃO CAMINHANDO PARA UM FUTURO MELHOR;07122365000138;Rua;ELISA STORTI;14    ;A;JARDIM FRANCISCO MENDES;2366040;MARIA NELDA SOARES;15;2018-03-21 00:00:00.000;;CREDENCIADA;;;;;;;;
800113;CASA DA CRIANÇA IRMÃ ANGELA;48741128000132;Rua;DONA ELFRIDA;571   ;FUNDOS;CHORA MENINO;2462001;PEDRO DIAS DA SILVA;34;2018-08-12 00:00:00.000;;CREDENCIADA;;;;;;;;
800114;ABRASCOF ASSOC. BRAS. SOC. CULT. DE COMISSÃO DE FRENTE;09551048000162;Avenida;LUIZ DUMONT VILLARES;292   ;;PARADA INGLESA;2239000;CLAUDIO CERQUEIRA XAVIER;71;2018-10-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800115;ASSOCIAÇÃO BENEFICENTE EDUCACIONAL E COMUNITÁRIA PINHEIRO;13258423000158;Rua;ALBERTO DE FREITAS;299   ;BAIXOS;VILA MARIA ALTA;2126010;DJERSON PINHEIRO DA COSTA JUNIOR;35;2018-08-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800116;ASSOCIAÇÃO COMUNITARIA ANTONIO BENTO COSTA;61408191000110;Rua;BENJAMIN PEREIRA;690   ;;JAÇANÃ;2274001;SERGIO DO ESPIRITO SANTO;21;2017-05-26 00:00:00.000;;CREDENCIADA;;;;;;;;
800117;ASSOCIAÇÃO ESPÍRITA ANJO GABRIEL;62816871000135;Rua;CONSELHEIRO MOREIRA DE BARROS;497   ;;SANTANA;2018011;MIGUEL DE OLIVEIRA STURLA;32;2018-09-09 00:00:00.000;;CREDENCIADA;;;;;;;;
800118;ASSOCIAÇÃO BENEFICENTE LIMA CRUZATO;00177330000157;Avenida;NORDESTINA;4567  ;B;VILA NOVA CURUÇÁ;8032000;DEBORA DE LIMA CRUZATO;11;2018-02-27 00:00:00.000;;CREDENCIADA;;;;;;;;
800120;GRÊMIO HELIÓPOLIS;08830748000123;Rua;ALMIRANTE OLIVEIRA PINTO;53    ;FUNDOS;IPIRANGA;4218050;FRANCINALDA PORTELA MOURA;160;2018-11-06 00:00:00.000;;CREDENCIADA;;;;;;;;
800124;INSTITUTO SILVA E SANTOS;04048919000106;Rua;ARNO NADEL;23    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255160;MARCIO SILVA SANTOS;;;;CREDENCIADA;;;;;;;;
800125;ASSOCIAÇÃO BENEFICENTE E CULTURAL MARIA AMALIA;00103185000160;Rua;SABATINO NASTARI;160   ;;TATUAPÉ;3081040;FERNANDO VIEIRA DA SILVA;122;2018-10-06 00:00:00.000;;CREDENCIADA;;;;;;;;
800126;ASSOCIAÇÃO BENEFICENTE MIP SOUZA NOVO AMANHECER;02365347000163;Rua;DOUTOR ALMIRO DOS REIS;211   ;;JARDIM LAPENA;8071170;MARCEL IANDERSON PEREIRA DE SOUZA;50;2018-10-01 00:00:00.000;;CREDENCIADA;;;;;;;;
800129;CLUBE DE MAES IYA OGUNTE;73002313000152;Rua;RUA CESAR PEREIRA DAS NEVES;48    ;;VILA NOVA PARADA;2833080;ANDREA FERNANDES NOGUEIRA;29;2017-04-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800130;SOCIEDADE AMIGOS DO PARQUE VEREDAS;02020680000130;Rua;FERREIRA DE LEMOS;55    ;CASA 02;JARDIM NÉLIA;8142060;ANTONIO CARLOS CAZUZA;27;2018-04-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800131;INSTITUTO SOCIAL HORIZONTES DO SABER;02082848000132;Rua;ITAJUIBE;2353  ;CASA 47 CJ RES ITAIM;JARDIM NÉLIA;8142000;MARIA APARECIDA DA SILVA;33;2018-05-26 00:00:00.000;;CREDENCIADA;;;;;;;;
800132;ASSOCIAÇÃO BENEFICENTE LUZ DE UM NOVO DIA;00000066000181;Rua;ANTÔNIO DE RODOVALHO;12    ;;JARDIM CAMPOS;8151680;LUCILEIDE CRUZ SOUZA DOS SANTOS;40;2018-08-17 00:00:00.000;;CREDENCIADA;;;;;;;;
800133;ASSOCIAÇAO COMUNITARIA SAO THIAGO -CEDUCASTHI;03592317000152;Rua;DAMASTES;72    ;;PARQUE CRUZEIRO DO SUL;8070030;PRISCILA PEREIRA DA SILVA;38;2018-07-20 00:00:00.000;;CREDENCIADA;;;;;;;;
800134;INSTITUTO CULTURAL VIVENDO SONHOS;11573451000134;Rua;SAGRADA FAMÍLIA;54    ;;JARDIM BENFICA;8140520;AURINETE DE OLIVEIRA FERREIRA;12;2018-08-25 00:00:00.000;;CREDENCIADA;;;;;;;;
800136;ASSOCIAÇÃO EDUCACIONAL GUARANI;10898283000194;Rua;LUIZ AMORIM COSTA;20    ;;VILA CAROLINA;8040150;PAULO MENDES TEIXEIRA;52;2018-10-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800137;NOVA UNIÃO DA ARTE -NUA;07676917000150;Rua;TANCREDO DE ALMEIDA NEVES;87    ;SEDE;UNIÃO DE VILA NOVA;8072035;RINALDO ALVES DE LIMA;40;2017-08-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800138;ASSOCIAÇÃO L.C. CATALDO TRANSFORMANDO VIDAS;19583216000155;Travessa;FRANCISCO PINEL;56    ;;PARQUE PAULISTANO;8080365;LUCIANO CORREIA CATALDO;13;2018-03-10 00:00:00.000;;CREDENCIADA;;;;;;;;
800140;ASSOCIAÇÃO ATLÉTICA E RECREATIVA FERROVIARIA;11028011000104;Rua;ROSA MUSGO;240   ;;JARDIM MIRAGAIA;8161040;DANIELA CAPUTI FARIAS LIRA;13;2017-04-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800141;ASS AOS DEF JOVENS E CRIANÇAS JESUS PRECISO DE TI;07513281000125;Avenida;DO IMPERADOR;5158  ;;JARDIM SÃO SEBASTIÃO;8050000;ABELARDO PEREIRA DE SOUZA;10;2017-04-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800142;IGREJA PENTECOSTAL DO DEUS BENDITO;09277281000107;Rua;MOHAMED IBRAHIN SALEH;23    ;;CIDADE NOVA SÃO MIGUEL;8042130;WILSON ROGERIO MACEDO DA SILVA;19;2017-05-21 00:00:00.000;;CREDENCIADA;;;;;;;;
800143;ASSOCIAÇÃO BENEFICENTE CULTURAL EDUCATIVA DAS ASSOCIAÇÕES;06262150000150;Rua;AMANHECE;217   ;;PARQUE DOM JOÃO NERI;8151290;SARA IZABEL DA SILVA PAGANOTTI TRAJANO NASCIMENTO;22;2017-07-21 00:00:00.000;;CREDENCIADA;;;;;;;;
800144;ASSOCIAÇÃO MONTEIRO DE APOIO AS FAMILIAS CARENTES;02002990000122;Rua;SERRA DOS AIMORÉS;12    ;;ITAIM PAULISTA;8120080;MARIA DAS NEVES MONTEIRO;25;2017-08-05 00:00:00.000;;CREDENCIADA;;;;;;;;
800145;CETAF CENTRAL EDUCACIONAL TERAPEUTA DE APOIO A FAMÍLIA;03990067000109;Rua;ALARICO DE TOLEDO PIZA;404   ;JARDIM SILVA TELES;VILA SILVA TELES;8110180;MARIA DE LOURDES SENA DE MIRANDA;23;2017-07-29 00:00:00.000;;CREDENCIADA;;;;;;;;
800146;ASSOCIAÇÃO BENEFICENTE SABIO PROFETA;17633172000103;Rua;CARAÍPE DAS ÁGUAS;7     ;B;JARDIM DOS IPÊS;8161360;LIDIO ROCHA;17;2017-05-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800147;ASSOCIAÇÃO COMUNITARIA DOS MORADORES DA VILA CURUÇA;01639853000130;Rua;ERVA DE S. MARTINHO;354   ;;VILA CURUÇÁ;8030680;ANGELA DOS SANTOS NASCIMENTO;101;2017-10-23 00:00:00.000;;CREDENCIADA;;;;;;;;
800148;ASSOCIAÇÃO BENEFICENTE DE NAZARE;14688773000117;Rua;BIG BOYS;336   ;CHOAB NAZARE |;JARDIM BARTIRA;8152100;DOMINGOS BATISTA DOS SANTOS;11;2017-04-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800149;ASSOCIAÇÃO BENEFICENTE SEMENTES DE LUZ;18587258000100;Travessa;CÂNDIDA PACIÊNCIA;132   ;;VILA VALDEMAR;8140150;WILLIAM EMERSON VIEIRA;55;2017-09-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800150;ASSOCIAÇÃO VIVENDO E APRENDENDO DA CIDADE DE SÃO PAULO;18007406000161;Rua;IMBURANA;192   ;;JARDIM BEATRIZ (ZONA LESTE);8245400;NATALIA MARIA SANTOS;12;2017-04-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800151;ASSOCIAÇÃO PROGRESSISTA DAS MULHERES DO JARDIM OLINDA II;17270594000153;Rua;MARCOS SOARES PEREIRA;14    ;;JARDIM NÉLIA;8142005;CLEOMILDES DE OLIVEIRA PAULINO;;;;CREDENCIADA;;;;;;;;
800152;ASSOCIACAO BENEFICENTE DAS MULHERES VOLUNTARIOSAS DE SAO PAU;02889233000112;Rua;PADRE FRANCISCO VELOSO;300   ;ENCOSTA NORTE;ITAIM PAULISTA;8131180;ENOQUE ALVES TEIXEIRA;64;2018-11-19 00:00:00.000;;CREDENCIADA;;;;;;;;
800153;ASSOCIAÇÃO COMUNITARIA PROJETO AUREA;21193970000120;Rua;DIMAS DOS SANTOS BRUNO;S/N   ;;VILA CARBONE;2752110;ANGELA ROSA;81;2018-09-16 00:00:00.000;;CREDENCIADA;;;;;;;;
800154;ASSOCIAÇÃO PAO DA VIDA;07584241000174;Rua;MANUEL DUARTE FERRO;163   ;CASA A;ITAIM PAULISTA;8111050;ANALIA DE SOUSA;62;2018-11-13 00:00:00.000;;CREDENCIADA;;;;;;;;
800156;ASSOCIAÇÃO BENEFICENTE UNIÃO E AMIGOS;11886798000137;Rua;ANA DO SACRAMENTO ANDRADE;138   ;138;FURNAS;2289000;LUIZ DOMINGOS DOS SANTOS;690;2017-03-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800157;INSTITUTO DE AÇÃO COMUNITÁRIA;20087556000174;Rua;MARSELHA;896   ;ANEXO A;JAGUARÉ;5332000;CLÉRIA APARECIDA CORDEIRO JARDIM;16;2018-04-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800160;ÉGIDE- CENTRO DE ESTUDOS DE DEFESA E SEGURANÇA DA HUMANIDADE;04902116000177;Rua;PARIOTO;141   ;CASA 03;VILA JACUÍ;8060030;RENATA DE PAULA ALVES DE BARROS;75;2018-12-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800161;ASSOCIAÇÃO BENEFICENTE FFAMAVA;20068413000115;Rua;AUGUSTO FIODERLICE;87    ;;PARQUE SANTA RITA;8161540;FABIO GERMANO DA SILVA;73;2018-12-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800162;ASSOCIAÇÃO SEMEANDO O APRENDER;03236772000115;Rua;SÃO GONÇALO DO RIO DAS PEDRAS;6     ;A;VILA MARA;8081000;EDUARDO FRANCISCO LEÃO DOS SANTOS;76;2018-12-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800163;ASSOCIAÇÃO CULTURAL E PROMOCIONAL AZ DE OURO;03663203000156;Rua;FRANCISCO ANTÔNIO MEIRA;447   ;;JARDIM MAIA;8180270;JOSÉ APARECIDO RODRIGUES;74;2018-12-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800164;ASSOCIACAO DE ASSISTENCIA SOCIAL ENY VIEIRA MACHADO;15308663000145;Rua;RIO DO OESTE;110   ;;ITAQUERA;8290560;SÔNIA MARIA DE SOUZA;1;2019-01-19 00:00:00.000;;CREDENCIADA;;;;;;;;
800165;INSTITUTO PARA UMA VIDA MELHOR;07907201000116;Rua;FRANCISCO REGO;31    ;;PARQUE SONIA;5856070;CARLOS  ALBERTO DE OLIVEIRA;;;;CREDENCIADA;;;;;;;;
800166;ASSOCIACAO MUNDO AZUL DE EDUCAÇÃO;21822296000104;Rua;MARIA LOURDES VESSONI;45    ;;VILA VESSONI;8020270;DAMARES FRANCISCA ALVES PAIXÃO;6;2019-01-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800167;INSTITUTO DE PROMOÇÃO EDUCACIONAL E CULTURAL CEU ESTRELADO;09265318000179;Rua;JOSÉ BOTELHO CARVALHO;72    ;;JARDIM MACEDÔNIA;5894340;PATRICIA MAIA SANTANA;194;2018-12-01 00:00:00.000;;CREDENCIADA;;;;;;;;
800169;ASSOCIAÇÃO NUCLEO EDUCACIONAL FORMANDO CIDADAOS E RESPEITAND;19362496000171;Rua;VISCONDE DE ALJEZUR;260   ;;VILA JUREMA;8130210;LUCICLEIDIO JOSE DA SILVA;15;2019-02-05 00:00:00.000;;CREDENCIADA;;;;;;;;
800170;ASSOCIAÇÃO BENEFICENTE CONSTRUIR;01237904000106;Rua;AIRI;114   ;FUNDOS;VILA GOMES CARDIM;3310010;VERA LUCIA BALDUINO NOGUEIRA;15;2019-02-04 00:00:00.000;;CREDENCIADA;;;;;;;;
800171;SOCIEDADE AMIGOS NOVO HORIZONTE;71735641000132;Rua;FANFULA;394   ;;AMERICANÓPOLIS;4429030;JOSÉ FRANCISCO DA SILVA;113;2018-12-17 00:00:00.000;;CREDENCIADA;;;;;;;;
800172;ASSOCIAÇÃO COMUNITARIA POPULAR DE SÃO MIGUEL PAULISTA;05258881000169;Rua;MONSENHOR MEIRELES;118   ;;JARDIM PENHA;3758020;ANTONIO APARECIDO GREGOLIN;35;2018-05-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800173;ASSOCIAÇÃO CUIDAR E EDUCAR;64027972000152;Avenida;MARECHAL TITO;2006  ;CASA 3;SÃO MIGUEL PAULISTA;8022000;ALEXANDRE OLIVEIRA DOS SANTOS;17;2019-02-17 00:00:00.000;;CREDENCIADA;;;;;;;;
800174;SOLAR DOS UNIDOS ASSOCIAÇÃO COMUNITARIA;51250124000328;Rua;PIAGA;249   ;;JARDIM LEÔNIDAS MOREIRA;5792090;FABIANA OLIVEIRA CRUZ;10;2016-12-11 00:00:00.000;;CREDENCIADA;;;;;;;;
800176;INSTITUTO UNÇÃO E ADORAÇÃO EM CRISTO;12622432000113;Rua;HENRIQUE LINDENBERG;78    ;SALÃO;TATUAPÉ;3067030;MAURICIO NOGUEIRA;168;2018-11-17 00:00:00.000;;CREDENCIADA;;;;;;;;
800177;ASSOCIAÇÃO ALEGRIA DO APRENDER;22748568000128;Rua;JACIRA ARTACHO;432   ;;JARDIM PIRATININGA;3716080;MARISA GONÇALVES DE AZEVEDO;206;2018-12-04 00:00:00.000;;CREDENCIADA;;;;;;;;
800178;ASSOCIAÇÃO ENSINANDO A VIVER;23455357000160;Rua;SERRA DA PRATA;60    ;;VILA GRANADA;3654050;SILVIA CILENE MARTINS;1;2019-01-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800179;ASSOCIAÇÃO ATRAVESSANDO MARES DO JD. LEME E ADJACENCIAS - AA;07575850000167;Estrada;PIRAJUSSARA-VALO VELHO;1666  ;;JARDIM MITSUTANI;5791220;SHELEY BASTOS NASCIMENTO;3;2019-01-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800180;INSTITUTO ESPERANÇA DE EDUCAÇÃO;14334867000198;Rua;ERNESTO FÉLIX DA SILVA;12    ;74;JARDIM MATARAZZO;3811050;BRUNA VASCOPNCELOS RAMOS D ' AGRELLA;123;2018-10-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800181;ONG UNIAO DE TODOS ESPORTES AMADORES;11672878000190;Rua;IPAUMIRIM;387   ;;JARDIM NORDESTE;3688020;KLEBSON LUIS DA SILVA;47;2017-04-11 00:00:00.000;;CREDENCIADA;;;;;;;;
800182;ASSOCIAÇÃO FRATERNIDADE CATUIPE;03321798000161;Rua;MANUELINO TEIXEIRA;136   ;A;PARQUE CÍSPER;3823130;CAROLINE DOS SANTOS CARAJOINAS DE CARVALHO;;;;CREDENCIADA;;;;;;;;
800184;INSTITUTO EDUCACIONAL E SOCIAL PEQUENAS ESTRELAS;68477827000124;Rua;MAJOR RUDGE;170   ;SALA 01;VILA SÃO GERALDO;3607010;RODRIGO LIMA DE SOUZA;155;2016-11-15 00:00:00.000;;CREDENCIADA;;;;;;;;
800185;ASSOCIAÇÃO CASA DE APOIO ESTRELA DOURADA, ASSISTÊNCIA A MORA;10605823000102;Rua;ENGENHEIRO OSVALDO ANDREANI;615   ;;VILA RIO BRANCO;3877100;JEANE CARDOSO SANTA FÉ VIANA;121;2018-10-02 00:00:00.000;;CREDENCIADA;;;;;;;;
800186;SOCIEDADE AMIGOS DO JARDIM VERONIA E ADJACENCIAS;51165298000120;Rua;CAIÇARA DO RIO DO VENTO;1032  ;;PARQUE CÍSPER;3817000;MARIA HELENA GARDIANO TEIXEIRA;108;2018-09-15 00:00:00.000;;CREDENCIADA;;;;;;;;
800187;ASSOCIAÇÃO BENEFICENTE EVOLUIR;21871030000143;Rua;TUIUTI;589   ;APTO. 191 BLOCO 04;TATUAPÉ;3081003;EDINALVA REIS DE BARROS;113;2018-09-22 00:00:00.000;;CREDENCIADA;;;;;;;;
800188;ASSOCIAÇÃO BENEFICENTE SOL PARA TODOS;19297722000188;Rua;SÃO QUINTINO;447   ;;VILA MARIETA;3618000;OSMARINA APARECIDA DE GOES VIEIRA;93;2017-09-04 00:00:00.000;;CREDENCIADA;;;;;;;;
800189;ASSOCIAÇÃO ME-NINAR DE APOIO A CRIANÇA E ADOLESCENTE;07885240000160;Rua;ALTO SÃO JOÃO;45    ;;VILA RÉ;3662050;NILTON CARLOS DOS SANTOS;83;2018-08-05 00:00:00.000;;CREDENCIADA;;;;;;;;
800190;SAMARITANO SÃO FRANCISCO DE ASSIS;02627820000133;Rua;FERREIRA FRANÇA;50    ;;VILA SANTO ESTEVÃO;3325140;BRAZ BARROS ARANHA;89;2018-08-14 00:00:00.000;;CREDENCIADA;;;;;;;;
800191;ASSOCIAÇÃO MÃO NO ARADO;18824829000174;Rua;ÁLVARO DE MENDONÇA;712   ;;ITAQUERA;8215290;ROSELI MACHADO RIBEIRO;29;2018-07-06 00:00:00.000;;CREDENCIADA;;;;;;;;
800192;ASSOCIAÇÃO BENEFICENTE A ARCA DE NOÉ EM VILA LIBANESA;09506032000138;Rua;UBERABA;10    ;CASA 25;VILA LIBANESA;3738180;VINICIUS GONÇALVES REZENDE DE LIMA;49;2017-04-17 00:00:00.000;;CREDENCIADA;;;;;;;;
800193;AMAIS -ASSOCIAÇÃO MULTIFUNCIONAL DE AÇÃO E INCLUSÃO SOCIAL;15408739000104;Rua;NERI DE BARCELOS;291   ;;JARDIM MARINGÁ;3523020;LUZINETE SIMOES DOS SANTOS;33;2018-05-08 00:00:00.000;;CREDENCIADA;;;;;;;;
800194;CENTRO DE PESQUISA DE CULTURA POPULAR CIRANDAR;04480407000114;Rua;LONDRES;74    ;;VILA LONDRINA;3731030;CARLA RODRIGUES;13;2017-02-21 00:00:00.000;;CREDENCIADA;;;;;;;;
800195;ASSOCIAÇÃO CRECHE ÀGAPE;10608624000140;Rua;DOUTOR MIGUEL VIEIRA FERREIRA;284   ;;TATUAPÉ;3071080;WALDIR ROZANTE;24;2017-03-07 00:00:00.000;;CREDENCIADA;;;;;;;;
800196;INSTITUTO BENEFICENTE SEMENTE DA VIDA;96522990000105;Rua;PROFESSOR ZEFERINO FERRAZ;297   ;;ITAIM PAULISTA;8120380;MONICA CRISTINA MATIAS FERREIRA;21;2019-02-24 00:00:00.000;;CREDENCIADA;;;;;;;;
