Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;CNPJ;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Convênio
685;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.252.142-4;300771;ASS E CENTRO DE APOIO SOCIAL DE EDUCACAO PRIMEIROS PASSOS;02.459.549/0001-74;307.894;CR.P.CONV - ABC DA CRIANCA;204;57;114.132,78;7.104,00;;12/06/2015;11/12/2017;Aprovado;12/12/2012;01/07/2015;05/07/2016 15:47;18/07/2014
2635;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.054.156-5;800099;GREMIO AMIGOS DIAS FELIZES;04.064.642/0001-05;306.968;CR.P.CONV - ACONCHEGO DO BEBE;384;89;196.550,54;14.874,77;2.883,11;01/04/2016;30/09/2018;Aprovado;05/04/2016;05/04/2016;03/03/2017 12:18;07/04/2016
2448;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.272.268-9;300008;ACAO BRASILEIRA DE ASSISTENCIA E CONSCIENTIZACAO DA CIDADANI;04.401.524/0001-45;306.968;CR.P.CONV - ACONCHEGO DO BEBE;377;71;172.039,00;14.874,77;;01/11/2015;30/04/2018;Encerrado;03/11/2015;15/01/2016;26/07/2016 17:08;17/11/2015
748;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.163.305-0;300008;ACAO BRASILEIRA DE ASSISTENCIA E CONSCIENTIZACAO DA CIDADANI;04.401.524/0001-45;306.968;CR.P.CONV - ACONCHEGO DO BEBE;373;57;167.719,80;14.874,77;;18/07/2013;17/01/2016;Encerrado;18/07/2013;23/03/2015;17/11/2015 14:36;24/07/2014
644;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.041.689-9;300417;INSTITUTO ALANA;05.263.071/0001-09;306.563;CR.P.CONV - ALANA, CENTRO DE ED INFANTIL;224;100;112.030,00;;;14/02/2014;30/12/2014;Encerrado;14/02/2014;;20/01/2015 17:44;15/07/2014
2610;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.029.304-9;301077;CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO;05.235.465/0001-45;308.621;CR.P.CONV - ALIMENTA MEU SONHO;85;24;55.649,92;5.400,00;;10/05/2016;09/11/2018;Aprovado;10/05/2016;02/12/2016;18/08/2017 16:52;15/03/2016
1980;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.132.343-8;300160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;04.676.010/0001-00;308.286;CR.P.CONV - ALPS;67;18;45.450,88;3.780,00;;30/06/2015;29/12/2017;Aprovado;30/06/2015;;06/06/2017 11:58;03/07/2015
2595;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.039.318-3;300160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;04.676.010/0001-00;308.606;CR.P.CONV - ALPS JARDIM ROBRU;118;45;75.413,08;6.700,00;739,22;10/03/2016;09/09/2018;Aprovado;10/03/2016;10/03/2016;03/03/2017 12:15;29/02/2016
895;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.252.430-0;300448;INSTITUTO DE ACAO SOCIAL AMIGOS DA CIDADE;48.464.523/0001-15;306.853;CR.P.CONV - AMIGOS DA CIDADE I;104;32;60.064,00;4.474,68;;13/06/2015;12/12/2017;Encerrado;13/12/2012;13/07/2015;01/08/2016 15:09;30/07/2014
1834;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.281.158-8;301023;INSTITUTO EDUCACIONAL AMOR ETERNO;11.757.726/0001-90;308.169;CR.P.CONV - AMOR ETERNO;69;23;47.539,52;3.798,40;;05/05/2017;04/11/2019;Aprovado;05/11/2014;05/05/2017;09/05/2017 14:55;02/04/2015
3774;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.175.586-0;800251;INSTITUTO CULTURAL SORRISO INOCENTE;23.896.714/0001-25;306.747;CR.P.CONV - ANJINHO DO CEU;65;18;44.464,64;4.256,00;;13/08/2016;12/02/2019;Aprovado;15/08/2016;;24/08/2016 13:35;24/08/2016
652;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.036.398-1;300542;ONG FORCA E PERSEVERANCA;07.880.816/0001-04;306.747;CR.P.CONV - ANJINHO DO CEU;64;18;41.483,04;3.317,80;;13/02/2014;12/08/2016;Encerrado;13/02/2014;;24/08/2016 13:25;16/07/2014
3776;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.178.412-7;800251;INSTITUTO CULTURAL SORRISO INOCENTE;23.896.714/0001-25;306.943;CR.P.CONV - ANJINHO DO CEU II;180;63;105.407,34;12.000,00;;01/09/2016;28/02/2019;Aprovado;31/08/2016;12/12/2016;18/01/2017 16:28;31/08/2016
1978;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.140.309-1;300542;ONG FORCA E PERSEVERANCA;07.880.816/0001-04;306.943;CR.P.CONV - ANJINHO DO CEU II;191;45;96.196,20;12.000,00;;01/07/2015;31/12/2017;Encerrado;30/06/2015;01/03/2016;15/09/2016 08:25;02/07/2015
711;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2010-0.340.257-3;300542;ONG FORCA E PERSEVERANCA;07.880.816/0001-04;306.943;CR.P.CONV - ANJINHO DO CEU II;185;45;93.917,40;8.132,22;;30/06/2013;29/12/2015;Encerrado;30/12/2010;14/03/2014;02/07/2015 19:01;23/07/2014
2506;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.282.519-4;800153;ASSOCIAÇÃO COMUNITARIA PROJETO AUREA;21.193.970/0001-20;308.531;CR.P.CONV - ANJO CAMAEL;60;;38.030,40;3.035,00;;18/12/2015;17/06/2018;Aprovado;18/12/2015;;14/09/2017 13:59;10/12/2015
2469;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.272.265-4;300030;ASS BENEFICENTE ANJOS DA PAZ;09.584.495/0001-18;307.047;CR.P.CONV - ANJOS DA PAZ;80;23;52.963,84;4.000,00;;16/11/2015;15/05/2018;Aprovado;18/11/2015;27/04/2017;22/06/2017 10:57;18/11/2015
623;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.370.111-8;300030;ASS BENEFICENTE ANJOS DA PAZ;09.584.495/0001-18;307.047;CR.P.CONV - ANJOS DA PAZ;70;15;41.972,00;4.000,00;154,91;01/01/2014;30/06/2016;Encerrado;27/12/2013;;18/11/2015 15:35;14/07/2014
1204;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.168.507-9;800006;NUCLEO DE EDUCAÇÃO INFANTIL APRENDER E BRINCAR;59.396.051/0001-27;308.118;CR.P.CONV - APRENDER E BRINCAR;78;54;58.812,48;3.600,04;;29/01/2017;28/07/2019;Aprovado;29/07/2014;16/12/2016;02/08/2017 11:14;14/08/2014
1981;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.337.619-7;300999;ASS E CENTRO DE APOIO SOCIAL DE EDUCACAO ESPACO FELIZ;09.371.463/0001-34;308.291;CR.P.CONV - APRENDER FAZENDO ARTE;90;27;58.776,96;7.700,00;;24/06/2015;23/12/2017;Aprovado;24/06/2015;13/12/2016;19/01/2017 09:01;03/07/2015
2634;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.054.153-0;800099;GREMIO AMIGOS DIAS FELIZES;04.064.642/0001-05;306.787;CR.P.CONV - ARCO IRIS;76;26;51.652,80;4.876,00;321,59;01/04/2016;30/09/2018;Aprovado;05/04/2016;05/04/2016;03/03/2017 12:17;07/04/2016
893;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2009-0.203.465-7;300008;ACAO BRASILEIRA DE ASSISTENCIA E CONSCIENTIZACAO DA CIDADANI;04.401.524/0001-45;306.787;CR.P.CONV - ARCO IRIS - ABRACCI;76;26;51.652,80;4.876,00;;16/08/2014;15/02/2017;Encerrado;14/08/2009;29/01/2016;07/04/2016 10:48;30/07/2014
1982;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.292.136-1;300812;ASS BENEFICENTE SANTA FILOMENA;03.150.516/0001-00;308.296;CR.P.CONV - AURORA;74;25;50.446,08;3.600,00;;18/05/2015;17/11/2017;Aprovado;18/05/2015;;05/07/2016 15:59;03/07/2015
2637;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.080.755-7;301023;INSTITUTO EDUCACIONAL AMOR ETERNO;11.757.726/0001-90;308.623;CR.P.CONV - AVIVAH;114;66;78.233,52;4.547,00;49,26;13/05/2016;12/11/2018;Aprovado;13/05/2016;13/05/2016;03/03/2017 12:27;13/04/2016
2468;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.303.274-0;300024;ASS BENEFICENTE E PROMOCIONAL BELEM;50.709.120/0001-30;400.707;CR.P.CONV - BELEM;66;24;46.280,64;4.500,00;955,85;16/11/2015;15/05/2018;Aprovado;18/11/2015;17/02/2017;09/08/2017 14:31;18/11/2015
602;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.235.721-9;300024;ASS BENEFICENTE E PROMOCIONAL BELEM;50.709.120/0001-30;400.707;CR.P.CONV - BELEM;70;32;45.372,00;4.500,00;190,5;08/09/2013;07/03/2016;Encerrado;06/09/2013;;18/11/2015 15:21;11/07/2014
785;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.164.837-4;300450;INSTITUTO DE INT DE APOIO A CIDADANIA BEM VIVER;00.818.544/0001-65;306.702;CR.P.CONV - BEM VIVER;67;25;42.630,04;4.050,00;341,48;05/09/2013;04/03/2016;Encerrado;05/09/2013;;27/07/2016 17:03;28/07/2014
2452;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.272.247-6;300626;INSTITUTO VIDA SAO PAULO;03.816.478/0001-82;306.970;CR.P.CONV - BERNARDO SANTANA;137;52;84.978,82;10.955,39;670,78;01/11/2015;30/04/2018;Aprovado;03/11/2015;03/11/2015;03/03/2017 12:06;17/11/2015
74;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.178.657-4;300626;INSTITUTO VIDA SAO PAULO;03.816.478/0001-82;306.970;CR.P.CONV - BERNARDO SANTANA;141;64;81.006,20;9.724,18;;18/07/2013;17/01/2016;Encerrado;18/07/2013;13/02/2015;17/11/2015 16:16;24/03/2014
20170078;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2017-0.075.951-1;300860;INSTITUTO ARTE DE APRENDER;01.288.473/0001-07;307.166;CR.P.CONV - BRANCA DE NEVE;111;41;71.364,29;5.854,35;68,43;24/05/2017;23/11/2019;Aprovado;19/05/2017;;24/05/2017 17:30;24/05/2017
850;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.098.564-4;300860;INSTITUTO ARTE DE APRENDER;01.288.473/0001-07;307.166;CR.P.CONV - BRANCA DE NEVE;111;41;71.364,29;6.505,07;;24/11/2014;23/05/2017;Encerrado;24/05/2012;24/05/2012;24/05/2017 17:15;29/07/2014
1490;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.235.290-1;300613;UNIAO SOCIAL BRASIL GIGANTE;00.177.289/0001-19;307.151;CR.P.CONV - BRASILEIRINHOS;62;15;42.323,84;3.876,33;;11/09/2014;10/03/2017;Encerrado;10/09/2014;;06/07/2015 11:40;22/12/2014
646;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2009-0.188.225-5;300613;UNIAO SOCIAL BRASIL GIGANTE;00.177.289/0001-19;307.151;CR.P.CONV - BRASILEIRINHOS;62;15;36.173,00;3.876,33;;11/03/2012;10/09/2014;Encerrado;11/09/2009;09/03/2012;22/12/2014 15:59;15/07/2014
4831;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.241.896-5;301098;ASS E CENTRO DE APOIO SOCIAL E EDUC PARAISO INFANTIL ACASEPI;15.477.758/0001-92;307.151;CR.P.CONV - BRINCAR PARA CRESCER;117;50;76.063,07;11.500,00;;12/11/2016;11/05/2019;Aprovado;16/11/2016;17/11/2016;04/04/2017 09:18;22/11/2016
1983;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.151.243-5;800044;ASSOCIAÇÃO E CENTRO DE APOIO SOCIAL DE EDUCAÇÃO BRINCAR PARA;02.406.323/0001-05;307.151;CR.P.CONV - BRINCAR PARA CRESCER;118;41;67.609,60;11.500,00;;03/06/2015;02/12/2017;Encerrado;30/06/2015;20/06/2016;22/11/2016 16:24;03/07/2015
20170016;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.251.935-4;300146;ASS BRISA DA MANHA;05.601.329/0001-21;307.733;CR.P.CONV - BRISA DA MANHA;123;;67.652,34;6.200,00;;08/02/2017;07/08/2019;Aprovado;01/12/2016;;24/02/2017 14:09;08/02/2017
654;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2011-0.075.764-0;300146;ASS BRISA DA MANHA;05.601.329/0001-21;307.733;CR.P.CONV - BRISA DA MANHA;123;;67.652,34;6.200,00;;08/08/2014;07/02/2017;Encerrado;08/02/2012;29/01/2016;08/02/2017 10:47;16/07/2014
1492017;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2017-0.140.586-1;300569;SOCIEDADE AMIGOS DA VILA SILVA TELLES;05.097.410/0001-16;306.858;CR.P.CONV - CAMINHO DOURADO;67;25;46.994,24;;189,82;09/10/2017;08/10/2022;Em Análise;;;20/09/2017 13:20;20/09/2017
643;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.257.366-1;300569;SOCIEDADE AMIGOS DA VILA SILVA TELLES;05.097.410/0001-16;306.858;CR.P.CONV - CAMINHO DOURADO;67;25;46.994,24;4.650,00;189,82;09/04/2015;08/10/2017;Aprovado;08/10/2012;08/10/2012;04/09/2017 15:52;15/07/2014
2243;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.220.585-4;300569;SOCIEDADE AMIGOS DA VILA SILVA TELLES;05.097.410/0001-16;308.398;CR.P.CONV - CAMINHO DOURADO II;91;24;58.567,93;5.000,00;;11/09/2015;10/03/2018;Aprovado;11/09/2015;;09/01/2017 11:07;14/09/2015
2319;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.245.733-0;300569;SOCIEDADE AMIGOS DA VILA SILVA TELLES;05.097.410/0001-16;308.452;CR.P.CONV - CAMINHO DOURADO III;93;25;59.693,23;5.160,00;;09/10/2015;08/04/2018;Aprovado;09/10/2015;28/12/2016;19/01/2017 13:41;19/10/2015
2630;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.068.514-1;300146;ASS BRISA DA MANHA;05.601.329/0001-21;308.687;CR.P.CONV - CAMINHOS DO SABER;80;32;54.948,16;8.440,00;;26/04/2016;25/10/2018;Aprovado;26/04/2016;;09/01/2017 10:56;05/04/2016
598;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.046.144-2;300906;ASS ESPIRITA AMPARO E ASSIST ESPIRITUAL BEZERRA DE MENEZES;04.805.463/0001-81;307.966;CR.P.CONV - CANTINHO DE LUZ;130;86;89.544,38;8.000,00;355,48;11/12/2015;10/06/2018;Aprovado;11/06/2013;11/06/2013;01/03/2017 14:59;11/07/2014
827;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.345.367-0;300906;ASS ESPIRITA AMPARO E ASSIST ESPIRITUAL BEZERRA DE MENEZES;04.805.463/0001-81;308.051;CR.P.CONV - CANTINHO DE LUZ II;140;56;87.116,78;7.352,00;872,19;11/08/2016;10/02/2019;Aprovado;11/02/2014;11/02/2014;01/03/2017 15:03;29/07/2014
2640;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.029.330-6;300753;ASS ASSEMBLEIA DE DEUS MINISTERIO AGAPE DO ITAIM;07.047.099/0001-26;307.641;CR.P.CONV - CANTINHO DO CEU;156;18;85.437,42;19.550,00;;16/04/2016;15/10/2018;Aprovado;29/04/2016;08/12/2016;26/09/2017 11:10;15/04/2016
791;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.084.010-0;300753;ASS ASSEMBLEIA DE DEUS MINISTERIO AGAPE DO ITAIM;07.047.099/0001-26;307.641;CR.P.CONV - CANTINHO DO CEU;156;;76.858,44;6.048,00;;11/04/2014;10/10/2016;Encerrado;11/04/2014;15/01/2016;15/04/2016 16:32;28/07/2014
722017;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2017-0.124.093-5;300753;ASS ASSEMBLEIA DE DEUS MINISTERIO AGAPE DO ITAIM;07.047.099/0001-26;308.186;CR.P.CONV - CANTINHO DO CEU II;179;33;98.374,26;10.551,87;603,08;11/08/2017;10/08/2022;Aprovado;10/08/2017;;26/09/2017 11:11;08/08/2017
1525;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.187.746-6;300753;ASS ASSEMBLEIA DE DEUS MINISTERIO AGAPE DO ITAIM;07.047.099/0001-26;308.186;CR.P.CONV - CANTINHO DO CEU II;179;33;98.374,26;12.229,28;;12/05/2017;10/08/2017;Encerrado;12/11/2014;12/11/2014;11/08/2017 14:13;30/12/2014
20170013;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2017-0.015.021-5;301101;ASS KAIZEM;10.984.384/0001-88;308.094;CR.P.CONV - CANTINHO DO TIO ESTEVAM;179;93;111.603,06;10.474,60;;23/01/2017;22/07/2019;Aprovado;23/01/2017;;07/08/2017 14:12;06/02/2017
829;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.380.458-8;301101;ASS KAIZEM;10.984.384/0001-88;308.094;CR.P.CONV - CANTINHO DO TIO ESTEVAM;155;57;88.319,45;10.474,60;;09/06/2014;08/12/2016;Encerrado;09/06/2014;09/06/2014;06/02/2017 10:27;29/07/2014
2464;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.268.341-1;300408;CRECHE CARROSSEL ENCANTADO;00.090.616/0001-09;307.031;CR.P.CONV - CANTINHO ENCANTADO;70;25;48.473,60;5.341,32;;01/11/2015;30/04/2018;Aprovado;03/11/2015;;09/01/2017 11:15;18/11/2015
606;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.300.367-4;300408;CRECHE CARROSSEL ENCANTADO;00.090.616/0001-09;307.031;CR.P.CONV - CANTINHO ENCANTADO;70;25;43.972,00;4.295,20;254,35;17/11/2013;16/05/2016;Encerrado;14/11/2013;;18/11/2015 12:08;11/07/2014
2703;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.092.324-7;300408;CRECHE CARROSSEL ENCANTADO;00.090.616/0001-09;306.742;CR.P.CONV - CARROSSEL ENCANTADO;130;34;78.079,42;9.228,76;347,04;01/06/2016;30/11/2018;Aprovado;01/06/2016;01/06/2016;03/03/2017 12:29;14/06/2016
605;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.030.758-5;300408;CRECHE CARROSSEL ENCANTADO;00.090.616/0001-09;306.742;CR.P.CONV - CARROSSEL ENCANTADO;130;34;73.660,70;7.850,00;244,73;10/02/2014;09/08/2016;Encerrado;10/02/2014;02/03/2016;14/06/2016 11:44;11/07/2014
1362017;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2017-0.137.100-2;300348;CASA DE ISABEL APOIO MULHER CRIAN ADOLES VIT DOMESTICA;04.488.578/0001-90;306.624;CR.P.CONV - CASA DE ISABEL C.E.I.;97;27;61.943,83;4.590,00;;22/09/2017;21/09/2022;Aprovado;20/09/2017;;25/09/2017 16:22;13/09/2017
1903;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.306.141-2;300348;CASA DE ISABEL APOIO MULHER CRIAN ADOLES VIT DOMESTICA;04.488.578/0001-90;306.624;CR.P.CONV - CASA DE ISABEL C.E.I.;97;27;61.943,83;5.105,40;;22/03/2015;21/09/2017;Encerrado;22/03/2015;22/03/2015;20/09/2017 16:58;30/04/2015
658;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2010-0.052.488-0;300348;CASA DE ISABEL APOIO MULHER CRIAN ADOLES VIT DOMESTICA;04.488.578/0001-90;306.624;CR.P.CONV - CASA DE ISABEL C.E.I.;76;40;46.484,00;3.050,00;;22/09/2012;21/03/2015;Encerrado;22/03/2010;14/03/2014;30/04/2015 16:03;17/07/2014
1828;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.174.123-8;300860;INSTITUTO ARTE DE APRENDER;01.288.473/0001-07;308.136;CR.P.CONV - CASTELO ENCANTADO;133;46;81.981,22;9.540,00;828,18;05/03/2017;04/09/2019;Aprovado;05/09/2014;05/09/2014;01/03/2017 15:45;02/04/2015
2450;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.272.256-5;300190;ASSOCIACAO PARA A SAUDE - NUCLEO SALUS PAULISTA;71.732.960/0001-94;306.703;CR.P.CONV - CENT RECUP EDUC NUTRICIONAL II - CREN;79;25;52.911,68;;;01/11/2015;30/04/2018;Aprovado;03/11/2015;;21/03/2017 14:28;17/11/2015
604;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.214.369-3;300190;ASSOCIACAO PARA A SAUDE - NUCLEO SALUS PAULISTA;71.732.960/0001-94;306.703;CR.P.CONV - CENT RECUP EDUC NUTRICIONAL II - CREN;79;25;47.997,88;;;21/08/2013;20/02/2016;Encerrado;20/08/2013;;17/11/2015 15:21;11/07/2014
826;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.380.456-1;301077;CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO;05.235.465/0001-45;308.101;CR.P.CONV - CHAVEIRINHO DO CEU;91;25;58.788,41;4.546,55;337,46;18/12/2016;17/05/2019;Aprovado;18/06/2014;18/06/2014;18/08/2017 16:54;29/07/2014
1579;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.237.181-7;300555;SERVICO COMUNITARIO DO ITAIM PAULISTA;01.420.396/0001-99;307.150;CR.P.CONV - CONSTRUINDO O SABER;210;81;121.936,38;12.000,00;1.862,57;01/04/2017;30/09/2019;Aprovado;01/10/2014;27/03/2017;27/03/2017 12:37;20/01/2015
669;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2008-0.380.480-2;300451;INSTITUTO BENEFICENTE EDUC E DE ACAO COMUNITARIA - IBEAC;54.570.767/0001-85;307.150;CR.P.CONV - CONSTRUINDO O SABER;207;109;107.485,00;7.800,00;1.324,94;10/03/2012;09/09/2014;Encerrado;10/09/2009;31/01/2013;20/01/2015 15:14;17/07/2014
4875;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.260.972-8;800270;ASSOCIAÇÃO CULTURAL MENINOS DE OURO;23.896.713/0001-80;308.748;CR.P.CONV - CONSTRUINDO SONHOS;70;16;46.489,28;4.500,00;358,89;01/01/2017;30/06/2019;Aprovado;28/12/2016;28/12/2016;03/03/2017 12:58;27/12/2016
856;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.165.885-3;300335;CLUBE DE MAES CORACAO DE JESUS;00.057.185/0001-70;306.777;CR.P.CONV - CORACAO DE JESUS;70;18;46.930,24;3.438,27;;21/01/2017;20/07/2019;Aprovado;21/07/2014;16/12/2016;19/01/2017 11:42;30/07/2014
2315;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.234.876-0;301077;CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO;05.235.465/0001-45;308.449;CR.P.CONV - CRER I;184;23;98.262,86;10.700,00;;14/10/2015;13/04/2018;Aprovado;14/10/2015;14/10/2015;18/08/2017 16:55;16/10/2015
2316;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.234.867-1;301077;CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO;05.235.465/0001-45;308.450;CR.P.CONV - CRER II;186;18;97.997,82;6.978,90;;14/10/2015;13/04/2018;Aprovado;14/10/2015;14/10/2015;18/08/2017 16:57;16/10/2015
666;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.328.262-8;300366;CENTRO SOCIAL BENEFICENTE DE RECUPERACAO EL SHADAI;02.986.801/0001-01;307.292;CR.P.CONV - CRESCENDO COM ALEGRIA;73;30;51.055,36;4.573,75;;26/06/2015;25/12/2017;Aprovado;26/12/2012;09/12/2016;19/01/2017 15:04;17/07/2014
1922;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.305.364-9;300143;OSCIP-ORG SOCIEDADE CIVIL DE INTERESSES PUBLICO AMAR A VIDA;01.039.446/0001-92;307.212;CR.P.CONV - CRESCER E APRENDER;70;21;47.591,68;3.203,55;;30/04/2017;29/10/2019;Aprovado;03/11/2014;27/04/2017;24/05/2017 09:20;14/05/2015
640;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2009-0.317.613-7;300143;OSCIP-ORG SOCIEDADE CIVIL DE INTERESSES PUBLICO AMAR A VIDA;01.039.446/0001-92;307.212;CR.P.CONV - CRESCER E APRENDER;70;24;41.140,00;3.203,55;;09/08/2012;08/02/2015;Encerrado;09/02/2010;09/02/2010;14/05/2015 11:24;15/07/2014
2459;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.272.239-5;300143;OSCIP-ORG SOCIEDADE CIVIL DE INTERESSES PUBLICO AMAR A VIDA;01.039.446/0001-92;307.270;CR.P.CONV - CRESCER E APRENDER II;192;61;109.990,54;9.160,00;;16/11/2015;15/05/2018;Aprovado;18/11/2015;08/12/2016;12/04/2017 15:05;18/11/2015
7;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.287.985-1;300143;OSCIP-ORG SOCIEDADE CIVIL DE INTERESSES PUBLICO AMAR A VIDA;01.039.446/0001-92;307.270;CR.P.CONV - CRESCER E APRENDER II;207;45;102.273,00;9.160,00;678,25;27/11/2013;27/05/2016;Encerrado;27/11/2013;;18/11/2015 10:20;12/03/2014
4830;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.241.901-5;301098;ASS E CENTRO DE APOIO SOCIAL E EDUC PARAISO INFANTIL ACASEPI;15.477.758/0001-92;308.343;CR.P.CONV - CRIANCA DA GENTE;104;44;68.858,86;8.832,00;;12/11/2016;11/05/2019;Aprovado;16/11/2016;17/11/2016;04/04/2017 09:15;22/11/2016
