Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento
1989;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.147.199-2;800.046;ASSOCIAÇÃO BENEFICENTE RUMO CERTO;308.386;CR.P.CONV - SANTA BARBARA;93;32;57.770,93;3.872,00;;03/08/2015;02/02/2018;Aprovado;03/08/2015;
898;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.336.038-6;300.589;SOCIEDADE DE ENSINO PROFISSIONAL E ASSISTENCIA SOCIAL-SEPAS;306.362;CR.P.CONV - SANTA ROSA DE LIMA;182;72;102.104,18;;;10/10/2015;09/04/2018;Aprovado;10/04/2013;15/01/2016
668;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.088.486-8;300.399;FUNDACAO ESPERANCA;307.090;CR.P.CONV - SEMENTES DA VIDEIRA;70;16;43.858,30;4.500,00;;29/05/2014;28/11/2016;Aprovado;29/05/2014;29/05/2014
2256;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.126.313-3;300.160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;307.381;CR.P.CONV - SER FELIZ II;111;42;67.533,51;4.614,24;;01/07/2015;31/12/2017;Aprovado;01/07/2015;29/01/2016
2463;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.275.521-8;300.160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;307.089;CR.P.CONV - SER FELIZ III;129;45;75.553,71;7.500,00;;16/11/2015;15/05/2018;Aprovado;18/11/2015;01/02/2016
2462;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.275.531-5;300.160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;308.010;CR.P.CONV - SER FELIZ IV;86;27;53.589,66;3.000,00;;16/11/2015;15/05/2018;Aprovado;18/11/2015;01/02/2016
745;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.092.549-0;300.040;ASS BENEFICENTE CLUBE DE MAES ACAO FAMILIAS;306.913;CR.P.CONV - SONHO MAGICO;62;;36.808,62;4.451,77;;14/10/2015;13/04/2018;Aprovado;14/04/2013;15/01/2016
2454;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.272.243-3;300.040;ASS BENEFICENTE CLUBE DE MAES ACAO FAMILIAS;307.975;CR.P.CONV - SONHO MAGICO II;136;103;90.382,64;8.387,00;22,66;01/11/2015;30/04/2018;Aprovado;03/11/2015;16/07/2016
2645;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.081.693-9;301.091;ASSOCIACAO REVOLUCAO;308.642;CR.P.CONV - TIA ANA;94;45;60.901,74;6.000,00;;10/05/2016;09/11/2018;Aprovado;10/05/2016;
2686;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.108.103-7;300.408;CRECHE CARROSSEL ENCANTADO;308.700;CR.P.CONV - TIA VALDICE;70;70;55.090,30;5.000,00;300;20/06/2016;19/12/2018;Aprovado;20/06/2016;
1221;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.094.286-8;301.077;CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO;308.135;CR.P.CONV - TIO NINO;132;48;77.362,68;6.500,00;;05/09/2014;04/03/2017;Aprovado;05/09/2014;05/09/2014
800;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.013.200-7;300.445;INSTTUTO CRIANCA CIDADA;306.654;CR.P.CONV - VILA MARA, CEI;207;54;108.234,93;;;11/09/2015;10/03/2018;Aprovado;11/03/2013;18/01/2016
797;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.009.255-9;300.173;ASSOCIAÇÃO BENEFICENTE VIRTUDE DA CRIANÇA;306.944;CR.P.CONV - VIRTUDE DA CRIANCA II;235;75;123.662,65;15.000,00;;30/11/2015;29/05/2018;Aprovado;29/05/2013;18/08/2015
657;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.256.916-8;300.073;ASS BENEFICENTE EDUCATIVA;306.850;CR.P.CONV - VISAO EDUCATIVA;60;15;38.998,20;4.500,00;335,8;24/03/2015;23/09/2017;Aprovado;24/09/2012;30/10/2014
2453;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.265.882-4;300.236;ASS MISSIONARIA SO VITORIA;308.022;CR.P.CONV - VITORIA II;162;64;92.540,38;9.345,00;;16/11/2015;15/05/2018;Aprovado;17/11/2015;
1203;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.362.594-2;301.080;ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER;308.117;CR.P.CONV - VO ESTER;74;21;46.759,14;4.977,98;;30/07/2014;29/01/2017;Aprovado;30/07/2014;15/01/2016
2359;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.282.523-2;301.080;ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER;308.562;CR.P.CONV - VO ESTER II;77;41;52.314,77;3.496,00;;18/12/2015;17/06/2018;Aprovado;18/12/2015;
1827;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.380.460-0;300.862;ASS DOS MORADORES DO JARDIM AUREA;308.116;CR.P.CONV - VO ZEFINHA;71;20;45.155,51;3.000,00;;21/07/2014;20/01/2017;Aprovado;21/07/2014;15/01/2016
807;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2011-0.318.085-8;300.815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;307.683;CR.P.CONV - VOVO ADELAIDE;70;23;45.314,30;4.656,21;206,28;08/06/2014;07/12/2016;Aprovado;08/12/2011;15/04/2016
2466;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.275.543-9;300.146;ASS BRISA DA MANHA;308.020;CR.P.CONV - VOVO EFIGENIA;102;78;71.180,22;8.582,00;;16/11/2015;15/05/2018;Aprovado;18/11/2015;01/02/2016
2228;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.198.803-0;800.090;ASSOCIAÇÃO AGREGANDO VALORES A VIDA;308.405;CR.P.CONV - VOVO FATIMA;75;25;48.056,35;3.750,00;;01/09/2015;28/02/2018;Aprovado;01/09/2015;04/03/2016
2261;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.178.611-0;300.842;SOCIEDADE BENEFICENTE FLOR DO CAMPO DO JARDIM CELIA;308.463;CR.P.CONV - VOVO MARIA;89;32;56.025,29;5.148,00;;18/09/2015;17/03/2018;Aprovado;18/09/2015;
2597;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.305.516-3;300.865;ASS NOVA ESPERANCA;308.024;CR.P.CONV - VOVO NAZIRA, CEI;78;18;47.995,98;6.525,96;279,14;01/02/2016;31/07/2018;Aprovado;29/02/2016;
2534;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.324.094-7;301.009;ASS COMUNITARIA RAIO DE SOL;308.530;CR.P.CONV - VOVO VANDA;68;32;46.255,88;3.080,00;;18/12/2015;17/06/2018;Aprovado;18/12/2015;
1747;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.141.860-7;300.684;ASS POPULAR DE SAUDE;400.711;CEI INDIR - ADHEMAR FERREIRA CASTILHO, PROF;166;37;88.504,34;;;24/07/2014;23/01/2017;Aprovado;23/07/2014;26/12/2014
678;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.323.760-5;300.712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;400.767;CEI INDIR - ALFAZEMAS I;222;75;118.527,78;;;28/06/2015;27/12/2017;Aprovado;28/12/2012;28/04/2015
818;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.053.084-0;300.320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;400.592;CEI INDIR - ANIS AIDAR, DR;175;66;98.091,25;;;15/03/2016;14/09/2018;Aprovado;13/09/2013;14/03/2016
759;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.030.978-0;300.711;NUCLEO DE APOIO E DESENVOLVIMENTO HUMANO;400.453;CEI INDIR - ANTONIO ELPIDIO DA SILVA;132;50;77.778,68;;;21/07/2015;20/01/2018;Aprovado;25/03/2013;21/07/2015
871;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.319.687-0;300.246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;400.320;CEI INDIR - BELEM;210;69;112.539,90;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;01/02/2016
691;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.139.431-5;300.428;CRUZADA PRO INFANCIA;400.614;CEI INDIR - CARRAO I;176;62;97.654,24;;;01/08/2014;31/01/2017;Aprovado;15/12/2011;20/01/2016
72;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.238.491-7;300.973;ASS COMUNITARIA EDUCACIONAL BRILHO DOURADO;400.766;CEI INDIR - CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA;210;89;116.699,90;;;31/07/2016;30/01/2019;Aprovado;31/01/2014;20/07/2016
717;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.226.968-9;300.428;CRUZADA PRO INFANCIA;400.589;CEI INDIR - GALILEU MENON;264;117;143.853,36;;;23/09/2014;22/03/2017;Aprovado;23/09/2009;04/01/2016
665;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.106.956-4;300.712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;400.343;CEI INDIR - JARDIM CASTELO;162;27;84.844,38;;;26/05/2014;25/11/2016;Aprovado;26/05/2014;
980;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.039.792-2;300.275;CENTRO SOCIAL DA PAROQUIA DE SANTA LUZIA;400.312;CEI INDIR - JARDIM NORDESTE;158;66;91.376,42;;;24/07/2015;23/01/2018;Aprovado;11/04/2013;08/01/2016
1043;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.043.362-7;300.154;ASS CASA DOS DEFICIENTES DE ERMELINO MATARAZZO;400.311;CEI INDIR - JARDIM SAO NICOLAU;147;49;83.495,53;;;24/07/2015;23/01/2018;Aprovado;10/04/2013;10/04/2013
998;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.047.631-8;300.661;ASSOCIACAO BENEFICENTE DOS FUNCIONARIOS DO GRUPO MMC;400.273;CEI INDIR - JOCELYNE LOUISE CHAMUSEAU;151;46;84.451,49;;;24/07/2015;23/01/2018;Aprovado;10/04/2013;17/02/2016
1028;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.062.760-0;300.678;ASS LUIZ RAMOS NATAN STAMFATER;400.313;CEI INDIR - JOSE DE ANCHIETA, PE.;160;55;89.878,40;;;24/07/2015;23/01/2018;Aprovado;10/04/2013;24/07/2015
2189;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.072.894-9;300.712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;400.655;CEI INDIR - JOSE VIEIRA DE SANTANA;153;48;85.657,47;;;13/05/2015;12/11/2017;Aprovado;13/05/2015;
680;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.034.399-7;300.712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;400.344;CEI INDIR - JUAN CARLOS CASTRO GUARDIOLA, PE.;272;65;136.197,28;;;21/07/2015;20/01/2018;Aprovado;12/03/2013;21/07/2015
1845;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.172.717-0;300.402;COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA;400.615;CEI INDIR - MARIA ARMINDA NOGUEIRA, IRMA;186;78;104.932,14;;;01/08/2014;31/01/2017;Aprovado;01/08/2014;24/06/2015
1751;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.159.895-8;300.320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;400.631;CEI INDIR - MARIA DE BELEM;175;53;95.387,25;;;01/08/2014;31/01/2017;Aprovado;25/08/2014;28/01/2016
684;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.082.557-8;300.698;COMUNIDADE CANTINHO DA PAZ;400.714;CEI INDIR - MARTA TEREZINHA GODINHO;160;66;92.166,40;;;29/04/2014;28/10/2016;Aprovado;29/04/2014;
1044;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.319.680-2;300.299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;400.395;CEI INDIR - MOOCA;166;55;92.248,34;;;01/07/2015;31/12/2017;Aprovado;20/01/2014;22/01/2016
885;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.341.954-2;300.676;ASS EVANGELICA PROJETO RAIZES;400.399;CEI INDIR - PARI;154;59;88.340,46;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;05/01/2016
649;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.139.426-9;300.428;CRUZADA PRO INFANCIA;400.630;CEI INDIR - PENHA;222;82;119.983,78;;;30/07/2014;29/01/2017;Aprovado;10/01/2012;20/02/2015
882;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.161.798-5;300.884;ASS BENEFICENTE CLUBE DE MAES PEQUENO RODRIGO;400.405;CEI INDIR - PENHA - BOM JESUS;118;35;69.065,18;;;19/01/2016;18/07/2018;Aprovado;19/07/2013;06/01/2016
809;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.028.552-2;300.726;SERVICO DE ASSISTENCIA A FAMILIA CASA DA EDITINHA;400.720;CEI INDIR - PILAR FUENTES ROMEU;144;48;82.102,56;;;12/08/2016;11/02/2019;Aprovado;10/02/2014;21/07/2016
1949;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.102.942-4;300.712;ORG NAC DE DEFESA E APOIO DA CCA ADOL IDOSO E MEIO AMBIENTE;400.801;CEI INDIR - RITA DE CASSIA SOBRAL LAZER, PROFA;234;87;125.763,66;;;29/05/2015;28/11/2017;Aprovado;29/05/2015;
1034;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2009-0.193.961-3;300.694;CENTRO DE TREINAMENTO DA VIDA - CT VIDA;400.616;CEI INDIR - SALESIANA DOMINGOS SAVIO;192;82;108.134,08;;;01/01/2015;30/06/2017;Aprovado;30/12/2009;11/01/2016
1569;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.035.565-0;300.711;NUCLEO DE APOIO E DESENVOLVIMENTO HUMANO;400.314;CEI INDIR - SHIRO KYONO VER;123;41;72.351,77;;;24/07/2015;23/01/2018;Aprovado;24/04/2013;24/07/2015
1844;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.172.737-5;300.299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;400.617;CEI INDIR - TATUAPE;363;156;191.069,37;;;03/08/2014;02/02/2017;Aprovado;01/08/2014;18/06/2015
1586;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.231.446-3;300.994;INSTITUTO CONSTRUINDO UMA EDUCACAO DE QUALIDADE ICEQ;400.701;CEI INDIR - TIQUATIRA I;140;104;92.170,60;;;05/03/2016;04/09/2018;Aprovado;05/09/2013;20/01/2016
694;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.330.999-0;300.684;ASS POPULAR DE SAUDE;400.729;CEI INDIR - TIQUATIRA II;217;81;117.800,83;;;15/09/2014;14/03/2017;Aprovado;02/02/2012;26/01/2016
1019;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.235.141-5;300.862;ASS DOS MORADORES DO JARDIM AUREA;400.765;CEI INDIR - VILA SILVIA I;200;64;107.550,00;;;07/04/2016;06/10/2018;Aprovado;07/10/2013;06/04/2016
866;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.316.229-0;300.678;ASS LUIZ RAMOS NATAN STAMFATER;400.411;CEI INDIR - VILA UNIAO;173;73;98.757,27;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;25/06/2015
1533;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.196.255-2;300.299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;400.798;CEI INDIR - WENCESLAU GUIMARAES;236;64;121.769,64;;;02/10/2014;01/04/2017;Aprovado;02/10/2014;
2615;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.057.709-8;800.099;GREMIO AMIGOS DIAS FELIZES;306.699;CR.P.CONV - AMIGOS FELIZES;97;9;54.694,17;6.319,59;;01/04/2016;30/09/2018;Aprovado;30/03/2016;
1238;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.028.151-7;300.711;NUCLEO DE APOIO E DESENVOLVIMENTO HUMANO;306.497;CR.P.CONV - ANGELICA, IRMA;67;18;42.878,67;;;24/07/2015;23/01/2018;Aprovado;16/04/2013;24/07/2015
1035;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.352.885-8;300.932;NUCLEO SOCIAL E EDUCACIONAL EDUCANDO;307.110;CR.P.CONV - AVIAOZINHO DE PAPEL;151;55;86.323,49;8.019,43;;06/09/2016;05/03/2019;Aprovado;06/03/2014;24/08/2016
2311;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.199.707-2;300.815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;308.458;CR.P.CONV - BEM MAIOR;120;59;74.910,80;6.500,00;;22/10/2015;21/04/2018;Aprovado;22/10/2015;27/01/2016
774;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2010-0.194.738-6;300.704;FEDERACAO ESPIRITA DO ESTADO DE SAO PAULO;307.742;CR.P.CONV - BEZERRA DE MENEZES;79;79;61.149,19;;;27/10/2014;26/04/2017;Aprovado;05/03/2012;27/10/2014
2688;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.129.100-7;300.830;ASS BENEFICENTE LUZ;308.658;CR.P.CONV - BIJUJU;60;60;48.358,20;4.000,00;;29/06/2016;28/12/2018;Aprovado;29/06/2016;
1761;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.304.539-5;300.689;CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA;306.698;CR.P.CONV - BRAS MOOCA I;301;36;141.619,99;;;17/03/2015;16/09/2017;Aprovado;17/03/2015;
594;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.184.177-8;300.689;CENTRO DE ASSISTENCIA SOCIAL BRAS MOOCA;306.626;CR.P.CONV - BRAS MOOCA, CENT ASSIS SOC;111;111;81.885,51;;;17/03/2015;16/09/2017;Aprovado;09/08/2012;17/03/2015
2583;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.017.056-7;300.942;ASS BENEFICENTE IRMAS GARCIA;308.574;CR.P.CONV - BRILHO NO OLHAR;129;68;80.337,71;7.000,00;;25/02/2016;24/08/2018;Aprovado;25/02/2016;
1912;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.088.527-0;300.481;GRUPO SEMPRE SERVINDO;307.251;CR.P.CONV - CAMINHANDO PARA O FUTURO;91;18;54.005,31;3.563,04;;22/04/2015;21/10/2017;Aprovado;22/04/2015;
905;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2011-0.157.498-0;300.481;GRUPO SEMPRE SERVINDO;307.634;CR.P.CONV - CAMINHANDO PARA O FUTURO II;75;31;49.304,35;4.512,85;274,58;05/06/2014;04/12/2016;Aprovado;05/06/2014;
2443;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.295.462-8;300.862;ASS DOS MORADORES DO JARDIM AUREA;308.508;CR.P.CONV - CANTINHO DA VOVO HELENA;110;86;76.258,70;6.100,00;;09/12/2015;08/06/2018;Aprovado;09/12/2015;13/04/2016
1583;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.040.146-8;800.027;ASSOCIAÇÃO LIDER MIGUEL ARCANJO;308.147;CR.P.CONV - CANTINHO DE OYA;98;32;59.904,98;9.679,84;;25/09/2014;24/03/2017;Aprovado;25/09/2014;25/09/2014
1914;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.333.631-4;300.865;ASS NOVA ESPERANCA;308.263;CR.P.CONV - CANTINHO FELIZ;80;32;51.838,40;4.523,35;;07/05/2015;06/11/2017;Aprovado;07/05/2015;07/05/2015
689;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.015.260-0;300.502;INSTITUTO SAO PAULO MELHOR;306.364;CR.P.CONV - CASA DA CRIANCA;155;57;88.319,45;;;11/09/2014;10/03/2017;Aprovado;02/02/2012;11/09/2014
2309;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.255.513-8;800.098;CASA DOS INOCENTES;308.459;CR.P.CONV - CASA DOS INOCENTES;130;57;78.444,70;;;28/10/2015;27/04/2018;Aprovado;28/10/2015;28/01/2016
997;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.334.830-2;300.932;NUCLEO SOCIAL E EDUCACIONAL EDUCANDO;308.044;CR.P.CONV - CAVALGANDO O ARCO IRIS;194;78;108.092,06;13.381,70;1.248,83;04/08/2016;03/02/2019;Aprovado;04/02/2014;01/08/2016
1582;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.310.534-3;300.688;CENTRO DE ASSISTENCIA E PROMOCAO SOCIAL ANA VIEIRA;306.344;CR.P.CONV - CHIQUINHA, IRMA;147;49;83.495,53;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
1063;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.090.474-3;300.320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;400.576;CR.P.CONV - CORACAO DE MARIA, CEI;120;18;66.382,80;4.200,00;;20/03/2016;19/09/2018;Aprovado;20/09/2013;20/09/2013
2479;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.295.458-0;800.008;ASSOCIAÇÃO INFÂNCIA COM ALIMENTO E AFETO;308.516;CR.P.CONV - CRESCER E APRENDER;91;68;64.405,31;3.500,00;;21/12/2015;20/06/2018;Aprovado;21/12/2015;
2614;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.057.707-1;800.099;GREMIO AMIGOS DIAS FELIZES;306.700;CR.P.CONV - DIAS FELIZES;60;;35.878,20;4.317,66;;01/04/2016;30/09/2018;Aprovado;30/03/2016;
1033;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.348.988-5;300.685;CASA DA DIVINA PROVIDENCIA MADRE TEREZA MICHEL;306.410;CR.P.CONV - DIVINA PROVIDENCIA;272;18;126.421,28;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;28/01/2016
2382;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.289.029-8;300.130;ASS BENEFICENTE MUNDO ENCANTADO;308.535;CR.P.CONV - DOCE INFANCIA;113;64;72.963,13;4.828,00;;09/12/2015;08/06/2018;Aprovado;09/12/2015;
2476;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.295.465-2;800.038;ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH;308.500;CR.P.CONV - EFRAIM;185;87;106.409,15;7.986,00;;30/11/2015;26/05/2018;Aprovado;30/11/2015;
3746;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.160.425-0;800.038;ASSOCIACAO CRISTA DE EDUCACAO INFANTIL SHAMMAH;308.456;CR.P.CONV - EL SHADAI;145;56;84.161,55;8.400,00;753,32;15/07/2016;14/01/2019;Aprovado;15/07/2016;
2379;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.269.509-6;301.039;ASS CULTURAL E EDUCACIONAL OLHOS BRILHANTES;308.475;CR.P.CONV - ELOS DA INFANCIA;126;27;70.624,74;9.344,00;;18/11/2015;17/05/2018;Aprovado;18/11/2015;
2440;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.299.319-4;300.815;INSTITUTO DE ACAO SOCIAL FORCA E VIDA;308.537;CR.P.CONV - ERA UMA VEZ;228;172;141.073,72;15.000,00;;27/11/2015;26/05/2018;Aprovado;27/11/2015;
1007;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.039.070-7;300.445;INSTTUTO CRIANCA CIDADA;306.669;CR.P.CONV - ERMELINO MATARAZZO, CRECHE PRE;201;54;105.864,99;;;24/07/2015;23/01/2018;Aprovado;12/03/2013;20/01/2016
975;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.353.931-9;300.704;FEDERACAO ESPIRITA DO ESTADO DE SAO PAULO;306.491;CR.P.CONV - FABIANO DE CRISTO, CASA TRANSIT;98;;53.248,98;;;25/09/2015;24/03/2018;Aprovado;26/03/2013;25/09/2015
1984;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.136.703-6;300.940;INSTITUTO SOCIAL AFRO BRASIL;308.287;CR.P.CONV - FAZENDINHA AFRO BRASIL;222;105;124.767,78;25.000,00;;06/07/2015;05/01/2018;Aprovado;06/07/2015;01/02/2016
766;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.330.015-4;300.725;FRATERNIDADE IRMA AMELIA;306.343;CR.P.CONV - FRATERNIDADE IRMA AMELIA;117;24;66.350,37;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
2317;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.236.430-8;300.057;ASS BENEFICENTE DE APOIO A COMUNIDADE CARENTE UNIDA;308.457;CR.P.CONV - GERACAO ELEITA;116;28;66.755,56;5.300,00;;22/10/2015;21/04/2018;Aprovado;22/10/2015;
2313;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2015-0.251.639-6;300.167;ASS DE VOLUNTARIOS EDUCADORES SOCIAIS AVES;308.455;CR.P.CONV - GIULIO GALHANI;80;32;51.838,40;10.000,00;;22/10/2015;21/04/2018;Aprovado;22/10/2015;
779;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.320.831-4;300.715;UNIAO DE PROJETOS ASSISTENCIAIS A COMUNIDADE - ABELC;307.022;CR.P.CONV - HADASSA;138;39;77.860,62;8.095,47;863,81;07/08/2016;06/02/2019;Aprovado;07/02/2014;04/08/2016
969;108.900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.026.882-0;300.695;CENTRO ESPIRITA JOSEFA OLIMPIA DE OLIVEIRA;306.499;CR.P.CONV - IZABEL CRECHE;102;32;61.612,22;;;21/07/2015;20/01/2018;Aprovado;10/04/2013;21/07/2015
